# NO3, NO2, NH4, Nstar, TA, DIC
7.617043845519615164e-02,5.907126309786671359e-02,-4.855299535574048725e-02,8.899392097692832015e-03,-8.126912750314158052e-03,1.621464985446542384e-01
2.796851314698446389e-01,2.196651992233437656e-01,-7.077371839205223725e-02,3.141538534548925510e-01,6.753941653216744001e-02,1.309204753959102296e-01
-2.515137468763970485e-01,-1.159676224899097996e-01,1.640314675805304434e-01,-2.293104845993048091e-01,1.308193255430967206e-02,9.705042036634659031e-02
-2.310469660262604030e-02,-1.636544823356932132e-02,-1.330423290842464371e-02,3.937697847897092540e-02,7.767525902538441329e-02,6.528051819710078973e-02
5.812516367947995199e-03,3.602328200365865346e-02,3.639169412031539180e-02,-1.095455173780144342e-01,7.832634137385052764e-02,1.415586759739388967e-01
-2.396816993087132197e-02,-9.323218752253746577e-03,-4.378698426118759340e-02,4.288512959231057659e-02,7.911778735283170327e-02,1.058063743114558974e-01
-3.625040766854872865e-02,-2.840397548958534246e-02,-4.040207031993894859e-02,2.123621665675636261e-01,4.487674036542432798e-02,1.198306636373178691e-01
-5.532867872670155229e-03,3.297319064236750585e-02,4.878999151515344725e-03,2.919344338789459092e-03,9.058502094638820612e-02,1.035625630965106847e-01
3.863684530227318170e-02,5.691739646398594199e-02,7.732726265358295763e-03,-4.279411517396866649e-02,9.308128246295821473e-02,1.178502119479468702e-01
1.961178831850530352e-02,2.859739475760209038e-02,-3.392472676963256828e-02,2.988512878841527443e-02,8.316004616110816983e-02,1.084000805790903410e-01
-4.464634631713770840e-02,1.333974861813812252e-02,5.501600705206269835e-03,-6.652545558793027114e-02,8.479842193652908922e-02,1.223659550399764928e-01
5.593954660987887628e-04,2.336747225086404506e-02,1.793963152573169184e-02,-5.850890451073342824e-02,1.011979831559988163e-01,1.135576728452774020e-01
1.328548533190954117e-02,2.586562444527312071e-02,1.316014094950267166e-02,-4.908860052242575156e-02,1.005985364252584002e-01,1.146493001406934109e-01
-3.242622457351643228e-03,6.563787578336310012e-03,-1.234987159953322006e-02,-1.142375234239453863e-02,9.002176210187595728e-02,1.119685704971011830e-01
-4.791358196027190042e-03,1.093357260659578653e-02,7.699115751211950583e-03,-3.978014200981117021e-02,9.809662988633882641e-02,1.120515416423646382e-01
2.867006625640464851e-02,2.603320484362292575e-02,-3.550213969286990928e-02,1.059900412016474142e-02,8.368003219986341890e-02,1.115570802604542999e-01
