# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
8.846057771742682485e-01,6.103094497223093742e-04,4.526333893101906237e-03,7.654691537922325706e-02,3.371066410368474264e-02
7.020875854698195306e-01,1.468329364766510808e-05,4.099052278580708850e-05,6.541924717517416665e-02,2.324374935385752905e-01
5.645563118092390420e-01,3.165224468248089007e-01,2.788270334103173237e-02,2.064250684214899434e-02,7.039603118277637517e-02
3.779071034387282424e-01,3.299574815625989227e-02,3.116696110901750853e-03,2.952356298761940265e-02,5.564568893064890664e-01
7.388863387912045777e-01,5.668994060472901109e-02,1.277854250132448403e-02,5.800079548566047793e-02,1.336443826170840565e-01
6.101354484410036472e-01,4.373792596665645321e-03,2.022952463906695347e-03,5.088023469181749553e-02,3.325875718066079179e-01
6.764083647182627113e-01,9.392002718775287542e-03,3.149024890031618118e-03,5.676630692864923639e-02,2.542843007442781023e-01
5.817832682071887307e-01,2.830519160798711589e-02,7.305862566818005499e-03,4.447541898144012629e-02,3.381302586365666496e-01
6.280357727391034928e-01,1.661858887221117492e-02,8.033064177651087767e-03,5.089204179636074715e-02,2.964205324146718112e-01
6.064489908220823677e-01,5.119812879461143294e-03,3.092099630970701098e-03,5.110794065854643020e-02,3.342311560089394340e-01
7.006836105382986402e-01,8.975247502637792585e-02,9.417144851740123432e-03,5.176583266825295071e-02,1.483809369153311075e-01
6.047030772734737214e-01,4.214337692184110667e-02,9.173419992028471887e-03,4.760541643059096328e-02,2.963747093820627843e-01
6.016985540260544330e-01,2.300866710071699725e-02,8.422399954551686510e-03,4.890225011579517334e-02,3.179681288028819997e-01
6.093879847496379565e-01,1.693336287828246453e-02,5.622853183745395340e-03,5.036143206479767875e-02,3.176943671235377686e-01
5.979261073068711241e-01,2.910654649553791329e-02,7.836148352200644762e-03,4.818962246896461160e-02,3.169415753764284749e-01
6.143443373916066541e-01,8.789139493963865320e-04,2.952429145967612467e-03,5.282611098424733892e-02,3.289982085287826985e-01
