# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.850160056453709956e+01,1.498399435462740348e+00,9.845453164106467625e+01,1.545468358935195408e+00,5.003194732002506839e+01,4.996805267997493871e+01,3.985523876175826263e+00,9.601447612382426655e+01
9.510951857033835211e+01,4.890481429661666546e+00,9.998188262127490589e+01,1.811737872515016556e-02,5.188450770363048292e+01,4.811549229636950997e+01,2.666300078673966922e+01,7.333699921326034143e+01
3.430035169712974152e+01,6.569964830287024427e+01,4.428449129972290876e+01,5.571550870027735414e+01,2.645740484861945063e+01,7.354259515138033976e+01,7.910978695353525048e+00,9.208902130464640834e+01
4.220725863510607212e+01,5.779274136489389235e+01,8.989233121825500916e+01,1.010766878174477768e+01,4.653872519951664799e+01,5.346127480048337333e+01,5.921935470729408735e+01,4.078064529270584160e+01
6.162118262826759008e+01,3.837881737173262309e+01,8.980219273495558241e+01,1.019780726504468049e+01,4.755630356720220675e+01,5.244369643279777193e+01,1.540028214735014700e+01,8.459971785265013011e+01
7.941523006451363642e+01,2.058476993548645950e+01,9.849842988615012018e+01,1.501570113849693966e+00,4.909973411793724551e+01,5.090026588206274027e+01,3.711062863981572946e+01,6.288937136018382290e+01
6.853070342612544152e+01,3.146929657387451229e+01,9.757098749369158952e+01,2.429012506308330988e+00,4.918434561492789214e+01,5.081565438507212917e+01,2.825572043798497290e+01,7.174427956201515144e+01
6.347251282055012211e+01,3.652748717944991341e+01,9.280690929861404470e+01,7.193090701386118724e+00,4.681433403798246218e+01,5.318566596201755914e+01,3.747949967995083398e+01,6.252050032004913049e+01
7.947987671649637775e+01,2.052012328350357251e+01,9.448556786298486543e+01,5.514432137015334412e+00,4.836786002895793501e+01,5.163213997104204367e+01,3.350196344001419391e+01,6.649803655998594820e+01
8.348570397397445220e+01,1.651429602602557978e+01,9.791443488959882302e+01,2.085565110401412792e+00,4.935987751964565007e+01,5.064012248035436414e+01,3.739523001303169991e+01,6.260476998696833562e+01
4.185245823597866632e+01,5.814754176402115604e+01,8.730233433543868671e+01,1.269766566456146428e+01,4.607227861828069138e+01,5.392772138171924468e+01,1.687924083424898214e+01,8.312075916575071233e+01
6.152020104167987569e+01,3.847979895832020247e+01,9.094475867249504120e+01,9.055241327504811366e+00,4.767116214860474344e+01,5.232883785139530630e+01,3.343714019927865877e+01,6.656285980072063069e+01
7.375054545302633358e+01,2.624945454697395419e+01,9.346191976164195125e+01,6.538080238357561136e+00,4.846826200001822116e+01,5.153173799998174331e+01,3.590247338885328787e+01,6.409752661114679029e+01
7.278588386184684111e+01,2.721411613815320507e+01,9.544711268192253328e+01,4.552887318077570633e+00,4.887983984129789405e+01,5.112016015870216279e+01,3.574230143748307853e+01,6.425769856251727674e+01
6.616873860432009735e+01,3.383126139568021529e+01,9.295039831080931947e+01,7.049601689190292397e+00,4.825631466939746872e+01,5.174368533060252417e+01,3.567578370696203649e+01,6.432421629303810562e+01
9.698313795111303648e+01,3.016862048886944869e+00,9.849088382955629584e+01,1.509116170443856486e+00,4.987640867315209192e+01,5.012359132684792229e+01,3.700526785442801270e+01,6.299473214557198730e+01
