# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
3.726173291792278519e-02,3.728004950401708761e-03,4.576066055835265392e-03,3.641579216800713056e-03,4.030923413925634885e-02
5.905376306484440979e-02,5.093419276942544923e-04,3.999989908857254557e-04,5.555121607585460780e-03,6.411277823416232369e-02
4.156785132086378981e-02,1.255412593827282541e-01,2.198756154386980605e-02,1.364388586842894997e-02,1.256880373652018434e-01
1.297329430781205273e-01,3.855076039555535572e-02,4.188620608897838937e-03,1.143394144785682409e-02,1.466561363646894101e-01
8.520330017927175981e-02,3.210952683744235092e-02,4.463301770330392604e-03,7.542681891531034626e-03,9.236641217992955233e-02
6.105442209536898757e-02,9.628428518299354463e-03,2.245635980261086444e-03,5.367003448197836882e-03,6.700929169019108345e-02
1.633036704633129554e-01,2.048025131318876452e-02,5.428414808793282677e-03,1.423670737317996732e-02,1.770166978466435337e-01
9.795123829517937697e-02,3.444433198978982119e-02,7.273698189914635549e-03,8.617024096224048732e-03,1.148014068187701714e-01
6.364544227602408899e-02,2.585103933949272834e-02,6.418069354966802684e-03,5.714642028959004277e-03,7.661140146097450421e-02
6.359809049369230527e-02,1.275404934512480368e-02,3.510032110612000631e-03,5.676360807367519280e-03,7.087122665126621701e-02
4.562010641611402573e-02,3.334060074379132516e-02,4.235491944702810853e-03,4.027121503767498896e-03,6.233414354591149120e-02
2.668957944824890474e-02,2.598158441252941889e-02,3.028139796627464086e-03,2.318949995274443426e-03,4.239565331437343543e-02
2.172944187394670532e-02,2.362924524206383783e-02,4.804749359545593471e-03,1.942830112117813722e-03,3.954503970251301015e-02
4.204750539705146006e-02,2.189690597374822217e-02,3.771333155429035505e-03,3.727294971768284251e-03,5.304103136777982286e-02
3.163074725493984773e-02,2.064631633922216561e-02,3.328830537301406996e-03,2.745390605266786674e-03,4.246743014081416634e-02
3.299460595870556956e-02,3.862227234809391310e-03,2.708297261469530624e-03,2.984129603063387717e-03,3.630279771569673575e-02
