# anmx, denit, nitox, dnrn
8.845068868190948397e-01,2.865965120606702582e-02,4.958662825386254269e+01,4.950020520811241909e+01
8.780135107216910373e-03,4.200517340649033795e-04,5.215014291957943726e+01,4.784065689357935725e+01
8.995315952768633494e+00,2.329543711998476496e+01,1.572762955060739465e+01,5.198161737663899373e+01
1.604642270966232465e+00,4.226784737324128294e+00,4.359274713536405699e+01,5.057582585634558825e+01
3.011040775781264500e+00,3.065908847073857135e+00,4.427114834886410222e+01,4.965190202828065225e+01
5.837043871781247839e-01,2.946135463196747351e-01,4.852591442727872817e+01,5.059576763922346032e+01
8.289700855764547960e-01,6.218072876975065943e-01,4.838245438295183476e+01,5.016676824377424992e+01
2.258282879731304149e+00,2.013372809484404780e+00,4.432100101478922483e+01,5.140734329599518304e+01
2.197279840254625416e+00,1.006442527915618168e+00,4.659867997801163142e+01,5.019759765381831329e+01
8.771060184099984669e-01,3.482305982035154290e-01,4.863289179408891982e+01,5.014177158929769007e+01
2.384602285908810959e+00,5.163452857606269042e+00,4.187946501659311593e+01,5.057247983989172724e+01
2.637783241438688364e+00,2.730647163555753210e+00,4.471899328950582486e+01,4.991257630550000357e+01
2.397674950408755556e+00,1.501753685473477429e+00,4.632191599646076696e+01,4.977865536765700227e+01
1.565524619732397982e+00,1.111502028396436748e+00,4.738211026734853704e+01,4.994086308452272505e+01
2.269160222223729040e+00,1.899345998158303628e+00,4.596681851693033138e+01,4.986467526268771167e+01
8.143883614054557851e-01,5.495528644818174074e-02,4.943460592022743327e+01,4.969605043191877769e+01
