# NO3, NO2, NH4, Nstar, TA, DIC
7.521157129601722946e-02,6.119713538483019521e-02,-4.826549914674481412e-02,1.113467450944559400e-02,-1.124966381673153659e-02,1.444460007308957517e-01
2.769463162505930720e-01,2.223545123542522428e-01,-7.113251498313750976e-02,3.140725852437384336e-01,5.914937203643333419e-02,1.163558538523669084e-01
-2.941137602856023214e-01,-9.295538553484464228e-02,1.684122835025020359e-01,-2.439826982644828224e-01,3.376134071118874758e-02,8.325852263006372489e-02
-2.572038782658570000e-02,-1.460463924127685005e-02,-1.235671720434641449e-02,3.914693469007030080e-02,6.404889343547881531e-02,5.626119899236670108e-02
9.456525318848885142e-03,3.706634445279442108e-02,3.757475995445087175e-02,-1.030711848191933067e-01,7.050458987346786000e-02,1.252988033368329646e-01
-2.303308430515978167e-02,-9.545087063676759020e-03,-4.354803055446389987e-02,4.389653741361028427e-02,6.662099051294179120e-02,9.261546720872737559e-02
-3.723505618189695832e-02,-2.670984991607411319e-02,-4.000147742315453281e-02,2.138751861033238999e-01,3.854223476199003517e-02,1.058328302890730876e-01
-1.140902036552149390e-03,3.309653830459749480e-02,6.534992965226533133e-03,9.509569742412155025e-03,8.351602848669448242e-02,9.108956221316089064e-02
3.848270313377288865e-02,5.665789378806171395e-02,7.839928023149821817e-03,-4.297283883234045976e-02,8.249247739928433631e-02,1.042132817091901975e-01
2.221637479066752158e-02,2.684655224251381034e-02,-3.382332071137924417e-02,3.090221896535653989e-02,7.039124664395857156e-02,9.515895258212014873e-02
-3.649484111747136605e-02,1.299404170546901438e-02,5.767787806289752760e-03,-5.780145605513542506e-02,7.345651729727120660e-02,1.056561493439156507e-01
3.711246952415703237e-03,2.336893466629990507e-02,1.840937004694855744e-02,-5.467470426054038546e-02,8.887377966990683831e-02,9.974476288210154529e-02
1.660360854634523875e-02,2.563429149287049097e-02,1.363067246092796760e-02,-4.530420917930377822e-02,8.916058111113178697e-02,1.013400147845073818e-01
-5.765335249230535419e-04,5.475061695013771178e-03,-1.284599545510448082e-02,-1.013175940371885408e-02,7.862321226638158134e-02,9.845969395225084853e-02
-2.940559424250782650e-03,1.153645379240498745e-02,8.273717846830248163e-03,-3.655872808147675457e-02,8.674420177170638624e-02,9.876480655259167740e-02
2.806091831829902322e-02,2.660046875455046589e-02,-3.568972118998398751e-02,1.050929667143798291e-02,7.324163303725450547e-02,9.849277860176486321e-02
