# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
3.874076090478170004e-02,4.387271200289712646e-03,4.685291158390759991e-03,3.407838974527176244e-03,4.142240776361320181e-02
6.067247151323970633e-02,6.019386639163553732e-04,3.793780083610078348e-04,5.141806317801042060e-03,6.525968025259545890e-02
3.444579345701073020e-02,1.329007374866231772e-01,2.186747086066374857e-02,1.207179235401003962e-02,1.269559151244399886e-01
1.301925100378593381e-01,4.343954371950932425e-02,4.204480769473892612e-03,1.016994497915188651e-02,1.462314551192987200e-01
8.846999210978710726e-02,3.742023216221893739e-02,4.537269196032232138e-03,6.960286981079134155e-03,9.441434794879825787e-02
6.224436926398378700e-02,1.126624421644476307e-02,2.303182082310282694e-03,4.852916057912939722e-03,6.745541175613882501e-02
1.684877495130486236e-01,2.325183570825343354e-02,5.489346957311627521e-03,1.289311030262829498e-02,1.801585772118918238e-01
9.829071456288129838e-02,4.065070513257575124e-02,7.423731652473291795e-03,7.692149563617748514e-03,1.151679624826177639e-01
6.426572769861498002e-02,2.960829211138112441e-02,6.437786909593581040e-03,5.256369406598083646e-03,7.671087557752810648e-02
6.471576374687695865e-02,1.491493716557125079e-02,3.560129941823344125e-03,5.180579258730455723e-03,7.118668994057288091e-02
4.560884950162039791e-02,3.952905509839966386e-02,4.351301704977716088e-03,3.756573694776522802e-03,6.369830198664892806e-02
2.605802431051717702e-02,3.054278947409273109e-02,3.105239721175634925e-03,2.274522937586890246e-03,4.259095006750246437e-02
2.105916514589589728e-02,2.792143811171235099e-02,4.911561839004814460e-03,2.014825382758900999e-03,4.032597392424756150e-02
4.219047964527539163e-02,2.565208143719163378e-02,3.812184226966995691e-03,3.523855613130546117e-03,5.254635829690799953e-02
3.162477342589616047e-02,2.443188921399933392e-02,3.380488505226655720e-03,2.549256820947507201e-03,4.338718109117908200e-02
3.375823860145292510e-02,4.484404937644698858e-03,2.722265456920685504e-03,2.724115241366287677e-03,3.676299333812514669e-02
