# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
7.448582702154965318e+00,7.448582702154954660e+00,2.543187223973898625e+00,2.543187223973888855e+00,9.285999390874953852e-01,9.285999390874951631e-01,4.708704062861871265e+00,4.708704062861905015e+00
1.178497519524162307e+01,1.178497519524162307e+01,2.713395941886119767e-01,2.713395941886129203e-01,1.466682103804395565e+00,1.466682103804395121e+00,7.030151464414848839e+00,7.030151464414848839e+00
2.450907936708944845e+01,2.450907936708945201e+01,2.228114379734465800e+01,2.228114379734466155e+01,1.485010145594105602e+01,1.485010145594105069e+01,1.412292379976345380e+01,1.412292379976347512e+01
4.020790063638062861e+01,4.020790063638062151e+01,2.188349867325773701e+01,2.188349867325792886e+01,1.060656155049844251e+01,1.060656155049844962e+01,1.426770762758766864e+01,1.426770762758767219e+01
1.943682057491670534e+01,1.943682057491671245e+01,6.004012180118639463e+00,6.004012180118631470e+00,1.931809813162754130e+00,1.931809813162753242e+00,1.064109079344247100e+01,1.064109079344246744e+01
3.401728212141330943e+01,3.401728212141330232e+01,2.807487584348706822e+00,2.807487584348692611e+00,1.103736044725300847e+00,1.103736044725301513e+00,6.983220726775632770e+00,6.983220726775633658e+00
3.554426457192114697e+01,3.554426457192115407e+01,7.560117403855291407e+00,7.560117403855276308e+00,2.438837118202516585e+00,2.438837118202517029e+00,1.865571920060449784e+01,1.865571920060451561e+01
3.257982916630715664e+01,3.257982916630717085e+01,1.220311149428200181e+01,1.220311149428168918e+01,3.895834223667878238e+00,3.895834223667876461e+00,1.210439636632640159e+01,1.210439636632641580e+01
2.824608751853638822e+01,2.824608751853639887e+01,7.574898777913288583e+00,7.574898777913063874e+00,2.363096941881205559e+00,2.363096941881205115e+00,8.229429631408621049e+00,8.229429631408617496e+00
3.087889149404909261e+01,3.087889149404909261e+01,4.055578707197196486e+00,4.055578707197226684e+00,1.637681031583553937e+00,1.637681031583554381e+00,7.549134898547310790e+00,7.549134898547312567e+00
1.809420183933890769e+01,1.809420183933891835e+01,6.340295393292192827e+00,6.340295393292190163e+00,2.269930127805008802e+00,2.269930127805008357e+00,7.074503693485428180e+00,7.074503693485429956e+00
2.140925408746994663e+01,2.140925408746992531e+01,4.604906894383345772e+00,4.604906894383351101e+00,1.653507775663221269e+00,1.653507775663221935e+00,4.791715159552929926e+00,4.791715159552926373e+00
2.563338408743833696e+01,2.563338408743834052e+01,6.190042091991887041e+00,6.190042091991888817e+00,1.712830223045631373e+00,1.712830223045629818e+00,4.372543333054363934e+00,4.372543333054363046e+00
3.197286809077693093e+01,3.197286809077692027e+01,4.981486928503743528e+00,4.981486928503737310e+00,1.695109490500076976e+00,1.695109490500077642e+00,5.711949589656086346e+00,5.711949589656091675e+00
2.246195219829895251e+01,2.246195219829895962e+01,4.665000419822598055e+00,4.665000419822597166e+00,1.349418226074066807e+00,1.349418226074065474e+00,4.647433843549434229e+00,4.647433843549430676e+00
1.169987743834488469e+01,1.169987743834487581e+01,2.353396087269395753e+00,2.353396087269384207e+00,8.592575742552369666e-01,8.592575742552365226e-01,3.819041692482601835e+00,3.819041692482596950e+00
