# NO3, NO2, NH4, Nstar, TA, DIC
7.380242675985264345e-02,6.332562435274514956e-02,-4.928467746299949187e-02,1.257158991588165631e-02,-1.508697419782017990e-02,1.079312857643232038e-01
2.696765550397194344e-01,2.296664913191459045e-01,-7.162174372089628871e-02,3.141678821117008247e-01,3.980113970552612290e-02,8.678911534082367485e-02
-4.739541446844928174e-01,-6.919792131658888956e-02,1.642558057427576934e-01,-4.032549500435045342e-01,1.846840078279707864e-01,6.301764908385931729e-02
-1.742594311099066040e-02,-1.723962605344463161e-02,-1.337396914722317059e-02,4.430834650987094947e-02,4.975498157601343507e-02,3.834099775855659420e-02
1.890206414875506002e-02,3.928855315225385919e-02,4.005678054662519666e-02,-8.779002991176287907e-02,5.006992020863509918e-02,9.169295349350248259e-02
-2.076293515558798319e-02,-1.130314587939165033e-02,-4.406469743571083536e-02,4.423518249741668906e-02,4.601525141324191992e-02,6.623079468229053912e-02
-3.316078042723749619e-02,-2.810185035344919813e-02,-4.036887941741620217e-02,2.171360940695025166e-01,2.525239749374408316e-02,7.684953256907478547e-02
2.810734794465363784e-03,2.840060656686219098e-02,6.190375035366318078e-03,8.253640786500010540e-03,5.364121805200672277e-02,6.411585330350044742e-02
4.467163315794642209e-02,5.640942047746630439e-02,9.974897220064823933e-03,-3.437406734170270206e-02,6.173098000094212612e-02,7.693539416832739786e-02
2.154869968580775536e-02,2.827684273389435843e-02,-3.398823567788258893e-02,3.191330793950307443e-02,5.169498502896896497e-02,6.919994893679448644e-02
-2.417093376951628958e-02,1.185120450986242024e-02,7.066590208266579527e-03,-4.426625031349079586e-02,5.052936184545142595e-02,7.173687339249157358e-02
1.061143225069166585e-02,2.376839435134064232e-02,1.886415880564419958e-02,-4.640463033503661183e-02,6.423929339082257162e-02,7.175222014103943557e-02
2.013242585052354983e-02,2.668945525853554795e-02,1.446305913621243749e-02,-3.951209897281521277e-02,6.602774866669958165e-02,7.453403374092792966e-02
1.545629958600955312e-03,6.422092915725151861e-03,-1.226819744945178633e-02,-6.042500742466871966e-03,5.818923278738541427e-02,7.176980413853950580e-02
1.261311840961093500e-03,1.261218779331586479e-02,9.286997086739134932e-03,-2.989128394623163931e-02,6.300129525182907031e-02,7.184892086341776452e-02
2.870795926846567842e-02,2.759310820365978856e-02,-3.462959202667827835e-02,1.350876056372087713e-02,5.249161193119444846e-02,7.240901566599511341e-02
