# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.862399334559145814e+01,1.376006654408601593e+00,9.752832661908360024e+01,2.471673380916497464e+00,5.006198733115869715e+01,4.993801266884128864e+01,4.007492010986740461e+00,9.599250798901336168e+01
9.840182757394414637e+01,1.598172426055851636e+00,9.997227848992874044e+01,2.772151007123952599e-02,5.302436580589363757e+01,4.697563419410639796e+01,2.687802257488526081e+01,7.312197742511473564e+01
3.875836622205881810e+01,6.124163377794133112e+01,1.741091417844324596e+01,8.258908582155662259e+01,8.273525251028248206e+00,9.172647474897173936e+01,7.817266300948295665e+00,9.218273369905176651e+01
4.091203766879194603e+01,5.908796233120800423e+01,8.121639044275275410e+01,1.878360955724742354e+01,4.283656866716453493e+01,5.716343133283560007e+01,5.889965702188996488e+01,4.110034297810993564e+01
6.098851653599108147e+01,3.901148346400889011e+01,8.227290011880485565e+01,1.772709988119554936e+01,4.547520582616647289e+01,5.452479417383344895e+01,1.546686827871011616e+01,8.453313172128987674e+01
7.802128141203520784e+01,2.197871858796483480e+01,9.747000024192757905e+01,2.529999758072493332e+00,4.847117004319667899e+01,5.152882995680329969e+01,3.726064394278250091e+01,6.273935605721741382e+01
6.698778339677433280e+01,3.301221660322578089e+01,9.579718479400695230e+01,4.202815205993096548e+00,4.853657980261476013e+01,5.146342019738522566e+01,2.803215646933803384e+01,7.196784353066210826e+01
6.381471706350684769e+01,3.618528293649288941e+01,8.717234513944976015e+01,1.282765486055007820e+01,4.404621992074991965e+01,5.595378007924985297e+01,3.782369704342995931e+01,6.217630295656997674e+01
7.879649128858015672e+01,2.120350871142007421e+01,9.061475749111785660e+01,9.385242508882017276e+00,4.708651627032589460e+01,5.291348372967410540e+01,3.357689973545255668e+01,6.642310026454751437e+01
8.244597052573733720e+01,1.755402947426264859e+01,9.650810507602651001e+01,3.491894923973104081e+00,4.889385598084196971e+01,5.110614401915800897e+01,3.745224063215622579e+01,6.254775936784376711e+01
4.118785043972665960e+01,5.881214956027310592e+01,7.665138156738019859e+01,2.334861843261970904e+01,4.231769526799465808e+01,5.768230473200533481e+01,1.690273704717333914e+01,8.309726295282692377e+01
6.027685910612387943e+01,3.972314089387624847e+01,8.421397699319476260e+01,1.578602300680499404e+01,4.571835052440782476e+01,5.428164947559222497e+01,3.342608000006040925e+01,6.657391999993934917e+01
7.204102613838155378e+01,2.795897386161842846e+01,8.885282061648318574e+01,1.114717938351681070e+01,4.724726950701942485e+01,5.275273049298058936e+01,3.588276080730430806e+01,6.411723919269572036e+01
7.137243461812117573e+01,2.862756538187892019e+01,9.226352964421671743e+01,7.736470355783445108e+00,4.801157173264122946e+01,5.198842826735874922e+01,3.568672240801962658e+01,6.431327759198030947e+01
6.522582661225396805e+01,3.477417338774593247e+01,8.791344550562044446e+01,1.208655449437916651e+01,4.689533064862704492e+01,5.310466935137304034e+01,3.570410841035824490e+01,6.429589158964147089e+01
9.689284387873487958e+01,3.107156121265159499e+00,9.749669633310669781e+01,2.503303666893359480e+00,4.978770768623137144e+01,5.021229231376862856e+01,3.709429383029773675e+01,6.290570616970253326e+01
