# anmx, denit, nitox, dnrn
1.230227112636679054e+00,3.984700050301813457e-02,4.943388636354787735e+01,4.929603952331232364e+01
1.416716446078883883e-02,3.144175009250335445e-04,5.301694337974115001e+01,4.696857503829714631e+01
1.304634124133267647e+01,2.847876867007903812e+01,6.179111285307678614e+00,5.229577880328066186e+01
2.258165608033254834e+00,6.868335015117305709e+00,3.987820151671004965e+01,5.099529786013950172e+01
4.449631997081681334e+00,4.711712761665569182e+00,4.136477123748552032e+01,4.947388400376769368e+01
8.078767111106042176e-01,4.434803427122523956e-01,4.787512943069340565e+01,5.087351351548367262e+01
1.201754859358561855e+00,9.766605618334984751e-01,4.755049571466193470e+01,5.027108886414611533e+01
3.295828200324824042e+00,3.089598023286067363e+00,4.143412343958988941e+01,5.218045033679911882e+01
3.210614984118393966e+00,1.583573379988854501e+00,4.490313047728945151e+01,5.030268115860329203e+01
1.238766018659949175e+00,5.196437758631511361e-01,4.805711517874081551e+01,5.018447502673603822e+01
3.625880417383227972e+00,8.048772771829479922e+00,3.744239988806574360e+01,5.088294692272188513e+01
3.832722128241613291e+00,4.219691783396214646e+00,4.207112062409890996e+01,4.987646546426329053e+01
3.450799045020545019e+00,2.290622010666536923e+00,4.458251094266605463e+01,4.967606800164677594e+01
2.245738106235311005e+00,1.677224697354839478e+00,4.616389084108169527e+01,4.991314635532809518e+01
3.293284813836291125e+00,2.885374832225243491e+00,4.402659178047232302e+01,4.979474857346616545e+01
1.189414696447272490e+00,8.712184781823877067e-02,4.915904041766547294e+01,4.956442303806937133e+01
