# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
4.067710738161643691e-02,6.356096788784080034e-03,4.803956078063792261e-03,2.847703949299498858e-03,4.245936449591482253e-02
6.268364748257099217e-02,3.783938132799726439e-04,4.279972814142796308e-04,4.126023699723094934e-03,6.603715293103644413e-02
4.698215169049484163e-02,1.310612852946811957e-01,2.072200338665843716e-02,6.939166580241682911e-03,1.306272078883156940e-01
1.300046430655165952e-01,6.355600696770935532e-02,4.250867424909967641e-03,7.865602452821963270e-03,1.439887031983705101e-01
9.810039978375000025e-02,5.416796182390443831e-02,4.757483127944032823e-03,5.911009311512501613e-03,9.840724971720707370e-02
6.361784966871308900e-02,1.665232010220590170e-02,2.316717366832798768e-03,3.682691093847441626e-03,6.778844371702370808e-02
1.727186715085695934e-01,3.478240867070454129e-02,5.719190996120488910e-03,9.685979257723072861e-03,1.791623660564614917e-01
1.048451584953807719e-01,5.830529616610251320e-02,7.507839850848637732e-03,6.510236577278700511e-03,1.178633848653836552e-01
6.702129533467209022e-02,4.397264868324195219e-02,6.686435903874178750e-03,4.587438412534218697e-03,7.834241541182049295e-02
6.785961232470720528e-02,2.186190857326582651e-02,3.609662877108777129e-03,4.178385610285264770e-03,7.301161615519888293e-02
4.868656381242210396e-02,5.733822599308295576e-02,4.533831643987575391e-03,3.643362394913594263e-03,6.556122852920207023e-02
2.771264033590495335e-02,4.449292100919054194e-02,3.200727493075488858e-03,2.471856907208499869e-03,4.345032730342109073e-02
2.167981373080323654e-02,4.044074385334038568e-02,5.029768914013897120e-03,2.417556664782414839e-03,4.069704834887928613e-02
4.421074719061470620e-02,3.746894596154455581e-02,3.896772070948710184e-03,3.232189186276614688e-03,5.384295609089153473e-02
3.337440542171550562e-02,3.540443962191487659e-02,3.472031687537778435e-03,2.463979713397723963e-03,4.354023718005586852e-02
3.462677718659949722e-02,6.724352139628556393e-03,2.831324121252745771e-03,2.159627021518570680e-03,3.695124550954246440e-02
