# anmx, denit, nitox, dnrn
1.250969967080653777e+00,2.472809545682409516e-01,1.419982255657338710e+00,7.147240237064872437e-01
1.402240646529063495e-01,1.862224614906759709e-02,1.477189552454543975e+00,1.459590555123796207e+00
8.860322600949066540e+00,1.028051757059798810e+01,1.198876634757250059e+01,6.995441574550282482e+00
3.757328302459755687e+00,9.492829506121747585e+00,1.159005574466658572e+01,4.336333050577195536e+00
1.529019227301568584e+00,2.958342770421199308e+00,3.072347855375496373e+00,7.005293532511966959e-01
9.153181671755995508e-01,9.790156031065448961e-01,1.613362018935757591e+00,7.929773770077971351e-01
2.218699047972598315e+00,2.442530672000512215e+00,3.719280294718791069e+00,1.653998449785485825e+00
3.323372995405276420e+00,4.154484692579464067e+00,5.759996319538607246e+00,2.009837376630579708e+00
2.547225792419717916e+00,2.537603128321781920e+00,3.806676740998056196e+00,1.373409166767004308e+00
1.421351832194903020e+00,1.301922614137240197e+00,2.375674332116467724e+00,1.166527723710203190e+00
1.634372514152102607e+00,3.261639219844044035e+00,3.244263878274999513e+00,8.462687122267191775e-01
1.256411563973056422e+00,2.669271990503144565e+00,2.500024563637520902e+00,6.920222207358244226e-01
1.962274133804954968e+00,2.330464157722385465e+00,3.012435857901436087e+00,8.712147159566240306e-01
1.513482618543356306e+00,2.178208172682901456e+00,2.696825107427123669e+00,8.852457496921398716e-01
1.377831575141402309e+00,2.095972039652564956e+00,2.317177925315569986e+00,6.151636985148490888e-01
1.084366332633413199e+00,3.750623024127766603e-01,1.318952800557603666e+00,6.341799532772560699e-01
