# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.090233403875174201e-01,1.036795900084626050e-03,4.722775237140365741e-03,4.924286764501847879e-02,3.597422083023809475e-02
7.106749304676100998e-01,6.334874563394124704e-06,4.333492836621733141e-05,4.335122274204903509e-02,2.459241769874108696e-01
4.959023131893147140e-01,3.999977582244840235e-01,2.807258687315969739e-02,3.436237668774759068e-03,7.259110404426667718e-02
3.572424115107410425e-01,5.559986703758783289e-02,3.130643130936950746e-03,1.603985574831194236e-02,5.679872225724202917e-01
7.154273392310509516e-01,9.727639520309848409e-02,1.337261009970189263e-02,3.247386664706366360e-02,1.414497888190851815e-01
6.108224647063603685e-01,7.658405589375665533e-03,2.036674304953979640e-03,3.107872303618842633e-02,3.484037323631247185e-01
6.828797610309614852e-01,1.623295070181473079e-02,3.301062633348181632e-03,3.512370365121130628e-02,2.624625219826615119e-01
5.659613835270131954e-01,4.661295101410942859e-02,7.477821411398386658e-03,2.458010524035575753e-02,3.553677388071262433e-01
6.229094575077332996e-01,2.816988773916289518e-02,8.351316951065687264e-03,3.011638013313677059e-02,3.104529576689002979e-01
6.073451232781040821e-01,8.914424328798834299e-03,3.137399356797679860e-03,3.146257511157039832e-02,3.491404779247269108e-01
6.542522289155152659e-01,1.530326790047557006e-01,9.777098304065926643e-03,2.609133839218496717e-02,1.568466553834793886e-01
5.813083150694408063e-01,7.271038923161120271e-02,9.355062857568810161e-03,2.652104721293192802e-02,3.101051856284448016e-01
5.903831320348748024e-01,4.027289202963305753e-02,8.632028182220119125e-03,2.863498868824349355e-02,3.320769590650277658e-01
6.033251219993818193e-01,2.944049894930556716e-02,5.703668698714685348e-03,3.018123337054557168e-02,3.313494769820495844e-01
5.827399076142201206e-01,4.991470182316291165e-02,8.073478991280087780e-03,2.785098144040912965e-02,3.314209301309253286e-01
6.179817938725070681e-01,1.577764099417845213e-03,3.096743310686387099e-03,3.310776452229842459e-02,3.442359341950899099e-01
