# NO3, NO2, NH4, Nstar, TA, DIC
7.790783509438099941e+01,2.795683726754737563e+03,1.530219892843429688e+14,1.675633278388352210e+01,1.050778540500028946e+01,1.079312857643227197e+01
5.392414889858829952e+01,1.971440609437245439e+04,inf,1.002548027250355744e+02,6.662767575730987879e+00,8.678911534082429213e+00
3.217692752133209666e+01,8.715290378914747862e+02,9.803919851289238431e+04,2.551707664907181794e+01,1.703005366487330363e+01,6.301764908385992570e+00
1.097049206790557463e+01,5.650338663021233288e+02,3.485013485544064641e+07,4.208641447613929643e+01,3.777528262766456812e+00,3.834099775855441372e+00
8.313890152232943365e+00,2.125860851091470067e+03,4.766618376909133985e+03,1.780520807553292428e+01,8.743385114248432899e+00,9.169295349350509383e+00
2.014374666226315469e+01,2.845108080495372249e+01,4.757340343528323137e+04,7.956484629973120946e+02,5.659010093144671849e+00,6.623079468228995736e+00
3.168114197489170181e+01,2.057673105692833815e+02,8.689297225810354576e+03,1.669490989807824519e+02,3.930565247789399308e+00,7.684953256907839148e+00
1.113695151303620845e+00,2.059187742435025115e+01,2.182015865364427100e+03,4.018396817892312178e+00,5.959771098490708852e+00,6.411585330350076717e+00
4.750275207437329783e+01,7.807584841397317632e+01,3.426017699021801673e+04,1.474221906979973085e+01,7.801256841871811787e+00,7.693539416833343303e+00
6.929725511650605085e+01,7.532033945742307424e+01,5.420851383430202986e+04,7.980669102338605114e+01,6.286066824312095846e+00,6.919994893679060510e+00
5.708294124009682058e+00,1.764161992993336625e+01,5.821008128288465377e+04,9.278426211458691952e+00,7.263247034253285328e+00,7.173687339249220862e+00
5.655597522600247729e+00,1.506613095439080325e+02,2.068943526872939037e+04,1.374209467490321934e+01,7.402574365859858396e+00,7.175222014103688650e+00
1.916837213645858284e+01,4.266200816197123800e+02,1.387583875378693665e+04,1.499048894636887397e+01,7.702950025753768415e+00,7.453403374092792966e+00
1.663670317793111586e+00,1.366261993483300103e+04,6.807928499170147840e+17,3.804763316355495029e+00,7.015066311254704701e+00,7.176980413853834229e+00
8.838059035089015358e-01,5.120551416018727422e+08,8.765903080471246400e+16,1.150220196679618390e+01,7.249952282002583459e+00,7.184892086341511330e+00
1.124965561531971616e+02,3.745854490796854608e+21,6.890596313257278502e+07,2.973805790426397166e+01,6.549731291100647113e+00,7.240901566599329264e+00
