# anmx, denit, nitox, dnrn
1.641814713716102858e+01,2.413386037751051420e-03,3.548510068760771219e+01,4.809433878919367800e+01
3.234630732458012581e+00,0.000000000000000000e+00,4.440560321957796930e+01,5.235976604796405809e+01
2.285329188524282351e+00,0.000000000000000000e+00,4.900402187462126591e+01,4.871064893685428387e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.277326460626580484e+01,4.722673539373425911e+01
