# NO3, NO2, NH4, Nstar, TA, DIC
7.302645046932469686e-02,6.675829903617015726e-02,-4.887253658580879845e-02,1.732406129573349496e-02,-2.180515603053848062e-02,7.012235026200630550e-02
2.624957858245188236e-01,2.368117952345116239e-01,-7.257680145183609266e-02,3.140647911491435407e-01,2.663590312552843731e-02,5.694916581188314009e-02
-7.940261017981607994e-01,-3.939450308119393784e-02,1.992777412077364474e-01,-6.598860744097485576e-01,4.840166529848538568e-01,6.518075484807606124e-02
-2.604127263067645970e-02,-1.544056793661800937e-02,-9.626162908741433405e-03,4.095548457673178766e-02,3.834729341871412345e-02,2.207660992940896350e-02
2.868529474171166438e-02,4.110888247497688358e-02,4.162710429851291388e-02,-7.338576126448592696e-02,2.963460226039960066e-02,5.695509875695625723e-02
-1.656643497980721247e-02,-1.347208642857646715e-02,-4.396823414280766340e-02,4.671990478963088805e-02,2.454902711667139581e-02,3.955411216185467094e-02
-3.080979952986431791e-02,-2.869718837674900547e-02,-4.050157005870129445e-02,2.194614386335093092e-01,7.463625743298507587e-03,4.703587974816902939e-02
1.223073713222433412e-02,2.701908540757783084e-02,9.203052739605517216e-03,2.005476734003591721e-02,3.751581242157320251e-02,3.822379841357448349e-02
4.898693536135523274e-02,5.797679006786835010e-02,1.304282905582857498e-02,-2.501481418399784107e-02,3.945689556823017696e-02,4.944435249362377771e-02
2.396908097394868237e-02,2.762997479797307809e-02,-3.293384608196894131e-02,3.498935283351857495e-02,2.953865606128402987e-02,4.286951490319590441e-02
-8.598485264911137627e-03,1.116537767688462190e-02,8.348577152907104768e-03,-2.688707992018368742e-02,2.581090350029968672e-02,3.667409381907138499e-02
1.554050871755036090e-02,2.455874148663077933e-02,2.069548298707468703e-02,-3.844947077149474257e-02,4.035081402989804111e-02,4.377931302302240368e-02
2.195997499629809280e-02,2.796522093417679738e-02,1.579723700264172234e-02,-3.476101617173654734e-02,4.356488619832499243e-02,4.765650975728452643e-02
4.837708080122612997e-03,6.849315970481883141e-03,-1.224569587950317083e-02,-1.871890841772638758e-03,3.566193700831865598e-02,4.444742931211731474e-02
6.823884647845973594e-03,1.278663809622849687e-02,9.550365059283407940e-03,-2.341315932696241831e-02,3.954706077963698885e-02,4.441232039499909412e-02
2.838383115494689385e-02,2.810086876184592075e-02,-3.514144352301663832e-02,1.349392508404805013e-02,3.139637395283745303e-02,4.579259647459710258e-02
