# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
8.778083289509698517e+00,8.778083289509675424e+00,4.314351178855738489e+00,4.314351178855718949e+00,1.627220953940446080e+00,1.627220953940446080e+00,4.715662754395136602e+00,4.715662754395073542e+00
1.328269662992208744e+01,1.328269662992208922e+01,4.992833202746093657e-01,4.992833202746109200e-01,2.315924135264443073e+00,2.315924135264443517e+00,7.102647825320000052e+00,7.102647825319993835e+00
2.188361688373753111e+01,2.188361688373752401e+01,1.493636465948502590e+01,1.493636465948505077e+01,1.066241220895696884e+01,1.066241220895695641e+01,1.320027302771153366e+01,1.320027302771148747e+01
3.923234210108630293e+01,3.923234210108629583e+01,3.408838878410884377e+01,3.408838878410883666e+01,1.828804145275587700e+01,1.828804145275558923e+01,1.414927894856043267e+01,1.414927894856042734e+01
1.945759315778047593e+01,1.945759315778050080e+01,1.369611397309385836e+01,1.369611397309385303e+01,6.284523723554662489e+00,6.284523723554675811e+00,1.050515131840273320e+01,1.050515131840270655e+01
3.512044024904414385e+01,3.512044024904414385e+01,5.313697795418462988e+00,5.313697795418422132e+00,2.153731921987989573e+00,2.153731921987990905e+00,7.027897626459158609e+00,7.027897626459162161e+00
3.554901051324215189e+01,3.554901051324216610e+01,1.373301541563965067e+01,1.373301541563958850e+01,5.290231302579532446e+00,5.290231302579532446e+00,1.891905966949214246e+01,1.891905966949214957e+01
3.250457960745146835e+01,3.250457960745149677e+01,2.542545111200215047e+01,2.542545111200217889e+01,1.126102230056587672e+01,1.126102230056585185e+01,1.210616361088552928e+01,1.210616361088552928e+01
2.814281824494662487e+01,2.814281824494668882e+01,1.486923713660412538e+01,1.486923713660414315e+01,5.812654749196862980e+00,5.812654749196864756e+00,8.178693908054418316e+00,8.178693908054420092e+00
3.110594588415131767e+01,3.110594588415130346e+01,7.628987222324420614e+00,7.628987222324416173e+00,3.189075589549897671e+00,3.189075589549899004e+00,7.530718107067375655e+00,7.530718107067375655e+00
1.776300510897634055e+01,1.776300510897634766e+01,1.765109532794499714e+01,1.765109532794499714e+01,9.697010024975256215e+00,9.697010024975257991e+00,6.973852417079588584e+00,6.973852417079586807e+00
2.136082720087916798e+01,2.136082720087917153e+01,1.051869249607983292e+01,1.051869249607982759e+01,4.531726253250487169e+00,4.531726253250488945e+00,4.720677716470424556e+00,4.720677716470428997e+00
2.604908017613672655e+01,2.604908017613661997e+01,1.173480359904647941e+01,1.173480359904648118e+01,3.960562589065071304e+00,3.960562589065069083e+00,4.399672721164334277e+00,4.399672721164337830e+00
3.256464844805761771e+01,3.256464844805763192e+01,1.009492298585977466e+01,1.009492298585978887e+01,3.848413064110677517e+00,3.848413064110678850e+00,5.767032583893689335e+00,5.767032583893684006e+00
2.289968614263346680e+01,2.289968614263346325e+01,9.515401942843132232e+00,9.515401942843123351e+00,3.304815795240424237e+00,3.304815795240422016e+00,4.689621183790846359e+00,4.689621183790846359e+00
1.301550093578347500e+01,1.301550093578348566e+01,3.970304564868781583e+00,3.970304564868751829e+00,1.522047669805051573e+00,1.522047669805051129e+00,3.897874929253660969e+00,3.897874929253660525e+00
