# anmx, denit, nitox, dnrn
2.127797758759941704e+00,5.134999409362084322e-01,2.466627283490908873e+00,1.199597843823855481e+00
2.203318138296910256e-01,1.147305175679318445e-01,2.337542939112419837e+00,2.299555174149953363e+00
1.113240846016605623e+01,7.440147575695020166e+00,8.605756822964824693e+00,8.949581142294114500e+00
6.912491105934257973e+00,1.352716598732840758e+01,1.808592328167202368e+01,7.367122298003669911e+00
2.839644048876347249e+00,6.646927436730805105e+00,7.319273439241229084e+00,1.302511221961479393e+00
1.589094399876502139e+00,1.927372283277194676e+00,3.044149596376910960e+00,1.425291910197293177e+00
3.855698014181719646e+00,4.825251747938564151e+00,6.931929901945983019e+00,2.566008568386162647e+00
6.483124616025375708e+00,8.458092016166563809e+00,1.227493794703517871e+01,3.986084889971758027e+00
4.530449138716780233e+00,5.320455135912619760e+00,7.729741907986994676e+00,2.490317887962314902e+00
2.519565993682157945e+00,2.552299561764566516e+00,4.414848672212436931e+00,2.042720945923704345e+00
3.242505251135400890e+00,8.352702352637587424e+00,9.044854647850174345e+00,1.897398756762957328e+00
2.143606169569280517e+00,5.648035840623549575e+00,5.719264741499001659e+00,1.303623398527115951e+00
3.481753818763090091e+00,4.618662727540492341e+00,5.984883309864066803e+00,1.551850120843011771e+00
2.621147684092917096e+00,4.514236450203525486e+00,5.525392660527253419e+00,1.587382342855426565e+00
2.506842220577712776e+00,4.287439471035536798e+00,4.899803467989368500e+00,1.133988699974327163e+00
1.803286330632151602e+00,7.338816471280971143e-01,2.286461735706560194e+00,1.084709190790661415e+00
