# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.243860082717348936e-01,2.288918572749927809e-03,4.953307960378162088e-03,3.010786717062410855e-02,3.826389802451559546e-02
7.193961001597927174e-01,4.271848715950089028e-05,3.589617985425907294e-05,2.843868672609270801e-02,2.520865984471042931e-01
5.394800587100605505e-01,3.427569769838381686e-01,3.177266546869692010e-02,8.177119553449623641e-04,8.517258688205747719e-02
3.276489672981135470e-01,8.238676419006712992e-02,3.511614362893836650e-03,7.526690601781808355e-03,5.789259635471427634e-01
6.539155149481797880e-01,1.709301765225793857e-01,1.368068497942882128e-02,1.479686439906297696e-02,1.466767591507479596e-01
6.077059973025065176e-01,1.433440627660350492e-02,2.086961695298100369e-03,1.769009438562611433e-02,3.581825403399684360e-01
6.778033559808854802e-01,2.824085902049727759e-02,3.363729192575297053e-03,2.015421068153270753e-02,2.704378451245093018e-01
5.380112437990595131e-01,8.196408749359590518e-02,7.891708263786594013e-03,1.122019094300177010e-02,3.609127695005536207e-01
6.057561675249253375e-01,4.935590332852130696e-02,8.733737076892790843e-03,1.598843916995668774e-02,3.201657528997005620e-01
6.033799611179306854e-01,1.532835569175552970e-02,3.280676393624837317e-03,1.815408105794513033e-02,3.598569257387440601e-01
5.517827032884450311e-01,2.674485379578733224e-01,1.005127592167454932e-02,8.285770987866035095e-03,1.624317118441419849e-01
5.333419403309258566e-01,1.246676696934411049e-01,9.600991354037082329e-03,1.228866515745633513e-02,3.201007334641395308e-01
5.651736297820306731e-01,6.857703355780811472e-02,8.813280847456377368e-03,1.501497403118699434e-02,3.424210817815200869e-01
5.846617797986464193e-01,5.233549070070502018e-02,5.753312161965802758e-03,1.647040249408531290e-02,3.407790148445985490e-01
5.491819938251496502e-01,8.818709130559715392e-02,8.154999342118477226e-03,1.405116085536291248e-02,3.404247546717723005e-01
6.196404518100133707e-01,3.011707201370046692e-03,3.074912057321531594e-03,1.982138617996452232e-02,3.544515427513306172e-01
