# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.820206439011117538e+01,1.797935609888964503e+00,9.582956914208980947e+01,4.170430857910267797e+00,5.007397668434166604e+01,4.992602331565833396e+01,4.097959762138867923e+00,9.590204023786088783e+01
9.769820595441534294e+01,2.301794045584643733e+00,9.995987776367769584e+01,4.012223632228337222e-02,5.487984732374916774e+01,4.512015267625079673e+01,2.669864793056071406e+01,7.330135206943977266e+01
5.690847387945830604e+01,4.309152612054157316e+01,1.374800921175157598e+01,8.625199078824849153e+01,2.952383568768234490e+00,9.704761643123171666e+01,9.073358949196101975e+00,9.092664105080370973e+01
4.395126251759848657e+01,5.604873748240157028e+01,6.560526567932900832e+01,3.439473432067102010e+01,3.473144348448180807e+01,6.526855651551829851e+01,5.913037602503077039e+01,4.086962397496905197e+01
6.024573010645853088e+01,3.975426989354120622e+01,6.659200279856345617e+01,3.340799720143650120e+01,3.986502107286332830e+01,6.013497892713643722e+01,1.549489217525948703e+01,8.450510782474063376e+01
7.601343197183177836e+01,2.398656802816818967e+01,9.528850517552997701e+01,4.711494824469858678e+00,4.716987465628911025e+01,5.283012534371073343e+01,3.726295121542010236e+01,6.273704878457993317e+01
6.689646930077174147e+01,3.310353069922815905e+01,9.240224933770059579e+01,7.597750662299639579e+00,4.704820289552325363e+01,5.295179710447666821e+01,2.811890179559886604e+01,7.188109820440114106e+01
6.293443611929735937e+01,3.706556388070287511e+01,7.353747517085494678e+01,2.646252482914496795e+01,3.636448035275238766e+01,6.363551964724714338e+01,3.744261286214004514e+01,6.255738713785996907e+01
7.866083053944403503e+01,2.133916946055570563e+01,8.264856367140558291e+01,1.735143632859427143e+01,4.403763985259537606e+01,5.596236014740463816e+01,3.365470790896001319e+01,6.634529209104000813e+01
8.216903816823756301e+01,1.783096183176254712e+01,9.374153967651619723e+01,6.258460323483807208e+00,4.788568841270749488e+01,5.211431158729248381e+01,3.756581762016094217e+01,6.243418237983907204e+01
4.061774632955316378e+01,5.938225367044686465e+01,4.936749964295314186e+01,5.063250035704685814e+01,2.958663278502490712e+01,7.041336721497481221e+01,1.688827027484259702e+01,8.311172972515753088e+01
6.012787785903877591e+01,3.987212214096120277e+01,7.041512168353338552e+01,2.958487831646687027e+01,4.092776339540840524e+01,5.907223660459151660e+01,3.350264969461400710e+01,6.649735030538606395e+01
7.186225788437421613e+01,2.813774211562585492e+01,8.024190597583569229e+01,1.975809402416430416e+01,4.458023266409099961e+01,5.541976733590902171e+01,3.596467378450429209e+01,6.403532621549584292e+01
7.047213359051501413e+01,2.952786640948492192e+01,8.591084793868989777e+01,1.408915206130990150e+01,4.605114008597936248e+01,5.394885991402063752e+01,3.566867129320417718e+01,6.433132870679597204e+01
6.407979203053906758e+01,3.592020796946098216e+01,7.794018768466004587e+01,2.205981231533963083e+01,4.374322107136913473e+01,5.625677892863063789e+01,3.563089567025279791e+01,6.436910432974713103e+01
9.638425408983911780e+01,3.615745910160831134e+00,9.588553360551014748e+01,4.114466394490226442e+00,4.962885541456442695e+01,5.037114458543557305e+01,3.713547758741242433e+01,6.286452241258737672e+01
