# NO3, NO2, NH4, Nstar, TA, DIC
7.412827237799006486e-02,6.115859122569157480e-02,-4.888206449098323608e-02,9.087244488031651080e-03,-7.832103080088886893e-03,1.534659713536989933e-01
2.785628854315872482e-01,2.207986114592916382e-01,-7.092873085856590820e-02,3.141765187672426185e-01,6.340969973461763054e-02,1.236561484071670991e-01
-2.732891703642363890e-01,-1.048100106448153490e-01,1.635949261541888300e-01,-2.400565310261713048e-01,2.195004245580589597e-02,8.962264885692805549e-02
-2.415108136834609454e-02,-1.517252122643951602e-02,-1.309082409863655469e-02,3.978176464859456418e-02,7.436609859725473726e-02,6.102082463406710566e-02
5.717111758495430074e-03,3.735202353960951488e-02,3.728564229617815223e-02,-1.072025544695580090e-01,7.421927687626161951e-02,1.335374968066911361e-01
-2.179386606190920894e-02,-1.025668624078859142e-02,-4.319527037338224962e-02,4.463618187934810522e-02,7.004084322201320489e-02,9.900442882602056294e-02
-3.565237179523186861e-02,-2.692360111699826364e-02,-3.956900480458176717e-02,2.156537279239266747e-01,4.451260830881498265e-02,1.132011331349441763e-01
-3.398209649293604251e-03,3.302448986333997305e-02,5.644816924367206459e-03,5.889083793388399934e-03,8.292467402360725881e-02,9.698191387679888642e-02
3.864959470915274586e-02,5.725821451744381174e-02,8.781413719845289345e-03,-4.144682560498647028e-02,8.586367461884492069e-02,1.110470421010728570e-01
2.025034289580885521e-02,2.788970297087706163e-02,-3.407802804595998214e-02,2.965234274782659052e-02,7.618620780315610297e-02,1.017122658075171326e-01
-4.089445665466751034e-02,1.300167585921906122e-02,5.601082440680769069e-03,-6.275160466485785182e-02,7.823758995391694171e-02,1.139613312805165535e-01
2.160467320263148583e-03,2.331834421154160147e-02,1.794547943553544828e-02,-5.680820338266839853e-02,9.559624084719042791e-02,1.066718882899152510e-01
1.636904509090753024e-02,2.596558024328548403e-02,1.372433384036036638e-02,-4.518824095509299532e-02,9.434416165180015135e-02,1.080023576158295473e-01
-1.672400763139694768e-03,5.907829795353535494e-03,-1.253068739589229853e-02,-1.058915970738996681e-02,8.418330990971178984e-02,1.052184572594938583e-01
-3.964565340690701101e-03,1.153200383737452636e-02,8.188874732565996212e-03,-3.779568974162361705e-02,9.189083844997936179e-02,1.054152145117237538e-01
2.873884081222164572e-02,2.627815265872701644e-02,-3.531141510928022947e-02,1.119681381137235116e-02,7.896188843522089496e-02,1.051167463479647513e-01
