# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
7.256381462732333532e+00,7.256381462732348631e+00,1.686741078505445524e+00,1.686741078505336056e+00,6.021781766772817956e-01,6.021781766772819067e-01,4.626374862492126816e+00,4.626374862492125928e+00
1.907387459437946475e+01,1.907387459437945765e+01,1.946786931043707203e-01,1.946786931043681945e-01,1.012626220537442334e+00,1.012626220537442334e+00,7.179047610135291357e+00,7.179047610135291357e+00
2.506867265127310418e+01,2.506867265127310418e+01,2.556787427823960712e+01,2.556787427823960712e+01,1.589450803266569423e+01,1.589450803266571732e+01,1.423281943258743176e+01,1.423281943258744420e+01
4.023066627264627471e+01,4.023066627264628181e+01,1.351930504090905316e+01,1.351930504090907448e+01,6.496387468115783825e+00,6.496387468115782049e+00,1.438296829010109157e+01,1.438296829010109334e+01
1.905424770250407107e+01,1.905424770250407462e+01,3.420381530278456150e+00,3.420381530278458371e+00,9.825086057936615047e-01,9.825086057936602835e-01,1.051262477451627575e+01,1.051262477451627397e+01
3.326346831138385340e+01,3.326346831138384630e+01,1.803906730074248843e+00,1.803906730074231080e+00,6.882957974804493340e-01,6.882957974804481127e-01,6.993348553687935620e+00,6.993348553687931179e+00
3.447327244162002557e+01,3.447327244162003979e+01,4.798196695917019028e+00,4.798196695917012811e+00,1.729316229620815104e+00,1.729316229620815326e+00,1.877426319432818502e+01,1.877426319432818147e+01
3.224225443636364474e+01,3.224225443636363764e+01,7.077945559021495470e+00,7.077945559021465272e+00,1.880887312001649159e+00,1.880887312001649381e+00,1.197505959776752960e+01,1.197505959776752960e+01
2.767383410168734414e+01,2.767383410168715230e+01,4.649462216832509931e+00,4.649462216832457528e+00,1.336624426393900444e+00,1.336624426393898224e+00,8.342505845471025694e+00,8.342505845471022141e+00
3.029446198985552741e+01,3.029446198985554517e+01,2.528584765599416695e+00,2.528584765599395379e+00,1.001563120007877838e+00,1.001563120007877394e+00,7.443014672689250766e+00,7.443014672689250766e+00
1.806063523068167243e+01,1.806063523068167243e+01,3.415490981342642840e+00,3.415490981342641952e+00,1.055563089686689437e+00,1.055563089686688993e+00,7.035813401134560330e+00,7.035813401134566547e+00
2.127457957283656498e+01,2.127457957283657208e+01,2.594660666677829575e+00,2.594660666677825134e+00,8.712993077923444352e-01,8.712993077923455454e-01,4.754920969121855023e+00,4.754920969121855912e+00
2.541846436593956682e+01,2.541846436593955971e+01,3.804558640481599863e+00,3.804558640481586540e+00,9.743073152322584418e-01,9.743073152322592190e-01,4.406273743265535892e+00,4.406273743265535892e+00
3.142683686499050566e+01,3.142683686499047013e+01,3.023761187645755300e+00,3.023761187645748194e+00,9.900668593591858135e-01,9.900668593591854805e-01,5.734757263689570728e+00,5.734757263689569839e+00
2.241486526586777117e+01,2.241486526586778183e+01,2.839820021201724831e+00,2.839820021201726608e+00,7.628717816886381176e-01,7.628717816886397829e-01,4.657353669779179306e+00,4.657353669779181971e+00
1.166037096394960848e+01,1.166037096394964045e+01,1.526242310478380881e+00,1.526242310478390207e+00,5.522779069417503850e-01,5.522779069417503850e-01,3.854581358463464280e+00,3.854581358463461171e+00
