# anmx, denit, nitox, dnrn
8.107534385325141368e-01,2.355662415794422884e-02,4.963412811748193576e+01,4.953156181982758710e+01
9.351359436475694190e-03,7.586495274256560128e-04,5.200434087127866434e+01,4.798554911975746506e+01
8.037789373179922592e+00,2.147420822508388127e+01,1.852587955175446766e+01,5.196212284998176756e+01
1.466648856632335463e+00,3.860087309627628471e+00,4.415720737898434578e+01,5.051605645475584083e+01
2.790473016140442297e+00,2.795185154337753719e+00,4.474127081574357589e+01,4.967307101377819833e+01
5.513170753765455068e-01,2.814340219469650961e-01,4.860321235991649758e+01,5.056403654276014947e+01
7.792227263339733812e-01,5.989820565722626666e-01,4.844448764611381364e+01,5.017730757098009065e+01
2.073147593139645917e+00,1.854279953285519200e+00,4.475386202410357583e+01,5.131871042947120998e+01
2.069427162046030055e+00,9.331019193807235101e-01,4.681753763517072997e+01,5.017993328340248382e+01
8.093089027036023397e-01,3.093316388643422288e-01,4.876255406401503478e+01,5.011880539441715143e+01
2.194532947843491844e+00,4.702414287205279209e+00,4.257311421739948543e+01,5.052993854755154501e+01
2.435788350954487758e+00,2.507671375586488782e+00,4.513807463142719456e+01,4.991846564203176229e+01
2.234456550166959321e+00,1.396885673258307925e+00,4.657902212959425725e+01,4.978963564698041466e+01
1.466100350686299070e+00,1.009514439677710484e+00,4.758574920856285217e+01,4.993863600107328438e+01
2.106622688129025533e+00,1.748407770539681216e+00,4.627078467129130956e+01,4.987418487003998280e+01
7.698599682355996565e-01,5.166329474077761136e-02,4.945907757246303760e+01,4.971939916456060615e+01
