# NO3, NO2, NH4, Nstar, TA, DIC
7.825180652999084430e+01,2.700014093639158546e+03,1.517719326529312812e+14,1.211214283545859871e+01,5.454908145021321708e+00,1.534659713536983006e+01
5.570104716526391542e+01,1.895319367827673341e+04,inf,1.002575587871502876e+02,1.061487420974503060e+01,1.236561484071679828e+01
1.855370593505167065e+01,1.320053637460536265e+03,9.764473997376291663e+04,1.519024354603521942e+01,2.024053979361430500e+00,8.962264885692892591e+00
1.520429883738560228e+01,4.972838913993260803e+02,3.411231027858773619e+07,3.778682725657534291e+01,5.646068601465154657e+00,6.102082463406363289e+00
2.514616328360142372e+00,2.021077341387097704e+03,4.436862507134183943e+03,2.174237542096314613e+01,1.296043049252301671e+01,1.335374968066949464e+01
2.114393333373397610e+01,2.581704351527302421e+01,4.663474716845974763e+04,8.028611503625159003e+02,8.613705816060678089e+00,9.900442882601968364e+00
3.406155820321447436e+01,1.971399364456764829e+02,8.517126277431247217e+03,1.658093543730329600e+02,6.928439620453209713e+00,1.132011331349494831e+01
1.346469833078412615e+00,2.394442687928573932e+01,1.989714680561030946e+03,2.867180216318601538e+00,9.213289584858136649e+00,9.698191387679935715e+00
4.109905963707311827e+01,7.925065776742931689e+01,3.016099129934425946e+04,1.777555669343809441e+01,1.085102778342893615e+01,1.110470421010815656e+01
6.512194231245510423e+01,7.428912467003181064e+01,5.435172547003589716e+04,7.415261872198720994e+01,9.264178973515386772e+00,1.017122658075114217e+01
9.657781070949447155e+00,1.935420351320857080e+01,4.613815921613237879e+04,1.315304841521816037e+01,1.124611359506147501e+01,1.139613312805175660e+01
1.151468843740921733e+00,1.478085655839981882e+02,1.968186543450518002e+04,1.682297011223827354e+01,1.101597238410899671e+01,1.066718882899114540e+01
1.558520320157177963e+01,4.150492340659883439e+02,1.316710673575058718e+04,1.714395955044630071e+01,1.100640832226299537e+01,1.080023576158295384e+01
1.800122657824587247e+00,1.256855579525408757e+04,6.953590711934571520e+17,6.667644427836480148e+00,1.014881057936128173e+01,1.052184572594921441e+01
2.777985696447055286e+00,4.681996458243083358e+08,7.729396442504747200e+16,1.454382681133802357e+01,1.057445233867976953e+01,1.054152145117198636e+01
1.126175702346493495e+02,3.567344984117525086e+21,7.026265472040648758e+07,2.464856016177247611e+01,9.852605634715096983e+00,1.051167463479621134e+01
