# NO3, NO2, NH4, Nstar, TA, DIC
7.450487100980633659e-02,6.386834792482055934e-02,-4.854562803775314128e-02,1.490439147925250174e-02,-1.801324055218420095e-02,9.862238083776497799e-02
2.677821698133463491e-01,2.315678092524346421e-01,-7.186780431521043455e-02,3.141858856274001299e-01,3.730243800997734560e-02,7.944611129239720348e-02
-5.468329374267016929e-01,-5.857771055513630309e-02,1.655659078360539604e-01,-4.639276864677699397e-01,2.518895955362120409e-01,6.121980781089331192e-02
-1.954875682412970939e-02,-1.687649874406903228e-02,-1.315342859198628811e-02,4.255488001832236078e-02,4.303005842419160842e-02,3.388478491675983584e-02
2.136076903213190992e-02,3.987707748329825247e-02,4.043762415678613803e-02,-8.418014321054290150e-02,4.224393370530377112e-02,8.294023652325033247e-02
-1.994571646690275479e-02,-1.180632157645846586e-02,-4.407065306874746735e-02,4.457462385569153224e-02,3.961916224345163329e-02,5.953363331520633572e-02
-3.432215504148686258e-02,-2.732757461130425058e-02,-4.035751226271457048e-02,2.169602697720064421e-01,2.238481784958856746e-02,6.962463965183773862e-02
6.241812747703190389e-03,2.891611638669058792e-02,7.831025036408567272e-03,1.417927718128456083e-02,5.184640546024898988e-02,5.795799440650839518e-02
4.704920432543691078e-02,5.755363550509293158e-02,1.145028293998364907e-02,-2.919514453118099429e-02,5.651648052126556632e-02,7.019733891943669146e-02
2.443597271049358782e-02,2.684412037729305700e-02,-3.313677238766956495e-02,3.432051526003183917e-02,4.656068517905842530e-02,6.268169443704929567e-02
-1.667602844776794324e-02,1.081125225955091584e-02,6.868642278866758134e-03,-3.748922672872023742e-02,4.530566102695754438e-02,6.286338381309930501e-02
1.206825611500433881e-02,2.406634145566804300e-02,1.933618097067355684e-02,-4.403432018058484054e-02,5.885485264480916356e-02,6.481768917896268967e-02
2.087396835868760014e-02,2.683478573746960610e-02,1.464179968189680860e-02,-3.829400173063973734e-02,6.167242004848860759e-02,6.787054594750729919e-02
1.942181203397272404e-03,6.678104885091350716e-03,-1.236779287489082717e-02,-5.323776753671433104e-03,5.400654216138156549e-02,6.505455271127069672e-02
3.515128484379154150e-03,1.192832730818161810e-02,8.776289675007969276e-03,-2.861696546447423106e-02,5.828569868778044061e-02,6.494440609067897441e-02
2.912764688955413878e-02,2.705527770646654062e-02,-3.517110654317365942e-02,1.295192634297264583e-02,4.739462930358173676e-02,6.568819788179447450e-02
