# anmx, denit, nitox, dnrn
1.412390955715696839e+00,2.755656688944605470e-01,1.605292509727488381e+00,7.943733001409089001e-01
1.686715588746242056e-01,1.296577358650275250e-02,1.642966055100497869e+00,1.622427616009236129e+00
9.324439025899339484e+00,9.923366523097485015e+00,1.105996893614486609e+01,7.438236459306471815e+00
4.414433202128802414e+00,1.062185620802383745e+01,1.304107570579608577e+01,4.836309217306286712e+00
1.683036657038217809e+00,3.455738414188336716e+00,3.621298423330920890e+00,7.753135240885521418e-01
1.027881995745091981e+00,1.141184247592450074e+00,1.843775691488324542e+00,8.779657235204629817e-01
2.412851321833377138e+00,2.906171913469230983e+00,4.239857875973637391e+00,1.757175058518091637e+00
3.804385500397314601e+00,4.837999576845573024e+00,6.700421642717207860e+00,2.280879250091820243e+00
2.892366506059839804e+00,2.943123237791975377e+00,4.385157840828205700e+00,1.542923286543961714e+00
1.627267449451761383e+00,1.512038706193244320e+00,2.713358941819893566e+00,1.303762179435463908e+00
1.852855650314077840e+00,3.913444235493337420e+00,3.945217203576944609e+00,9.870002514957388895e-01
1.387454226548880065e+00,3.045378619020408628e+00,2.877166875153896797e+00,7.830958472980845686e-01
2.206580787240084440e+00,2.688211616936579063e+00,3.455351346176271932e+00,9.783999660458084779e-01
1.696097284765922808e+00,2.497980904834320448e+00,3.119702611217694876e+00,9.861815272925875675e-01
1.535969534353753829e+00,2.416243979820532850e+00,2.693547374564073671e+00,6.875856634469245110e-01
1.201750425737167616e+00,4.611760516827381751e-01,1.498437224106124122e+00,7.131050866593835469e-01
