# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.122430949261808308e-01,1.257018164996416424e-03,4.842413752302830547e-03,4.446877666657767653e-02,3.718869648994271859e-02
7.132144662788606482e-01,4.280014936160384491e-06,4.455270515465628811e-05,3.967850294104743880e-02,2.470581980600009553e-01
4.967422221198492527e-01,4.018790018912622442e-01,2.824702813996099807e-02,2.362875765490496036e-03,7.076887208343680957e-02
3.501269130382732020e-01,6.060035916444519305e-02,3.131327314438767714e-03,1.381106514391263092e-02,5.723303353389300741e-01
7.047566856112789102e-01,1.097412647107462863e-01,1.343450180433273730e-02,2.803561645730564406e-02,1.440319314163344133e-01
6.100885154726660708e-01,8.701769293725371973e-03,2.039468097348264876e-03,2.772734856025032418e-02,3.514428985760095769e-01
6.834477860642016456e-01,1.763769625976290695e-02,3.324302604155433046e-03,3.148801722178715817e-02,2.641021978500932010e-01
5.628099340525666294e-01,5.310386056101983748e-02,7.695514582855716469e-03,2.128348262040114999e-02,3.551072081831571081e-01
6.203299646246981380e-01,3.254297498554484941e-02,8.533600155928147690e-03,2.656506930383082526e-02,3.120283909300007319e-01
6.070186543818133496e-01,1.023951193131496240e-02,3.242190540654666265e-03,2.809865667784297236e-02,3.514009864683762530e-01
6.382917704909483181e-01,1.741248983773526493e-01,9.812525706258632199e-03,2.161916620029476904e-02,1.561516392251442731e-01
5.738861814666745831e-01,8.154880922367596652e-02,9.422771490921752827e-03,2.298607309854168099e-02,3.121561647201856471e-01
5.870427072137491820e-01,4.511809029871704374e-02,8.668462485935606032e-03,2.526681048781718314e-02,3.339039295137792296e-01
6.012987724641634113e-01,3.310260045891522118e-02,5.710946311148147776e-03,2.681633004447927376e-02,3.330713507212941793e-01
5.780724991133423529e-01,5.670450902672093813e-02,8.040959172060394011e-03,2.443124387325934510e-02,3.327507888146142290e-01
6.186074901251271685e-01,1.966770200600982069e-03,3.048487745331275763e-03,2.979561119555369092e-02,3.465816407333874860e-01
