# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.847431387994259921e+01,1.525686120057359485e+00,9.720115084058312505e+01,2.798849159416533006e+00,5.005254345616022960e+01,4.994745654383977751e+01,4.102063776831458064e+00,9.589793622316851440e+01
9.869664406470019458e+01,1.303355935299796320e+00,9.996963638899754301e+01,3.036361100243058220e-02,5.334592416195852849e+01,4.665407583804142888e+01,2.679047817332571313e+01,7.320952182667427621e+01
4.100187579412222760e+01,5.899812420587760187e+01,1.533427464466017121e+01,8.466572535533978794e+01,6.305041142890216221e+00,9.369495885710979621e+01,7.579281144104985657e+00,9.242071885589480473e+01
4.109960855926050982e+01,5.890039144073946886e+01,7.848851926489706443e+01,2.151148073510320913e+01,4.152127320620565598e+01,5.847872679379418059e+01,5.910406463074822625e+01,4.089593536925168848e+01
6.074134860650578815e+01,3.925865139349424027e+01,7.985153324182287804e+01,2.014846675817717170e+01,4.473778082833772629e+01,5.526221917166233766e+01,1.561080253010871743e+01,8.438919746989144244e+01
7.769631858145523040e+01,2.230368141854469499e+01,9.712672827081492244e+01,2.873271729184973644e+00,4.826506507510714528e+01,5.173493492489281920e+01,3.732123629361802131e+01,6.267876370638221317e+01
6.807016146922340738e+01,3.192983853077668144e+01,9.530314214134507722e+01,4.696857858654904128e+00,4.835315984901762221e+01,5.164684015098243464e+01,2.801160690298058498e+01,7.198839309701952516e+01
6.385190182636950595e+01,3.614809817363026667e+01,8.513452550863706847e+01,1.486547449136295995e+01,4.305206130051131197e+01,5.694793869948859566e+01,3.756594785574944950e+01,6.243405214425074234e+01
7.826206412263630341e+01,2.173793587736373567e+01,8.922532338862211532e+01,1.077467661137818311e+01,4.662981232855408109e+01,5.337018767144590470e+01,3.350856626684532813e+01,6.649143373315472161e+01
8.234928294321404962e+01,1.765071705678599656e+01,9.597128355509961750e+01,4.028716444900213745e+00,4.869033139105267338e+01,5.130966860894734793e+01,3.743948518340717158e+01,6.256051481659302738e+01
4.068929711664833349e+01,5.931070288335174467e+01,7.273795998767458570e+01,2.726204001232490981e+01,4.080001742043868518e+01,5.919998257956137167e+01,1.667222333495863396e+01,8.332777666504131275e+01
6.016178574369055809e+01,3.983821425630934954e+01,8.209347590078118628e+01,1.790652409921852239e+01,4.506282065448664298e+01,5.493717934551346360e+01,3.339918526809132970e+01,6.660081473190827239e+01
7.203231546827703369e+01,2.796768453172266078e+01,8.748256841527798144e+01,1.251743158472227790e+01,4.685848489958654994e+01,5.314151510041349979e+01,3.582446122473737660e+01,6.417553877526306394e+01
7.147493551135143264e+01,2.852506448864862421e+01,9.130811994708365376e+01,8.691880052916383548e+00,4.774144034453038188e+01,5.225855965546958970e+01,3.561778750403041016e+01,6.438221249596965379e+01
6.479237763587470056e+01,3.520762236412532076e+01,8.635432496969448835e+01,1.364567503030536422e+01,4.642947023534339479e+01,5.357052976465667626e+01,3.558509569817012164e+01,6.441490430183026206e+01
9.649901583523458726e+01,3.500984164765449158e+00,9.724303256289300634e+01,2.756967437107200602e+00,4.975489442946012986e+01,5.024510557053987014e+01,3.707950012243924931e+01,6.292049987756070095e+01
