# DNRN, Denitrification, Anammox, Nitrite Oxidation, CaCO3 Dissolution 
7.988912285401628122e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.294564721197697221e-02,1.681631242478602295e-01
8.111808276213647861e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.306827413737937343e-02,1.557508982412557363e-01
8.060030927448323945e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.262935001652009226e-02,1.613675572386474300e-01
8.030984080894764121e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.294609464708765645e-02,1.639554972634360008e-01
7.998123567365206243e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.275244589028996484e-02,1.674351973731894039e-01
7.889433756817881838e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.249478283453531569e-02,1.785618414836765422e-01
7.921243855647018828e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.240638810182732560e-02,1.754692263334707847e-01
7.989509182643141916e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.292542797140168148e-02,1.681236537642842033e-01
7.969125823258902397e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.276295602315307948e-02,1.703244616509566878e-01
8.006654861220300345e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.286906448621263604e-02,1.664654493917573641e-01
8.018528840693261994e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.287623100609829430e-02,1.652708849245753953e-01
7.977066887133786866e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.282205458403307519e-02,1.694712567025881966e-01
7.995478443941198554e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.269174442601990860e-02,1.677604111798602360e-01
8.058914024512198182e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.280451622770520076e-02,1.613040813210750157e-01
8.041576971137031071e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.303500237495538006e-02,1.628073005113415128e-01
8.032215306856892445e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.252734307340757886e-02,1.642511262409030726e-01
7.971820413721426579e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.239696080748172974e-02,1.704209978203757025e-01
8.068307383442863134e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.291006204581908845e-02,1.602591996098946536e-01
7.987310935249865018e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.270898855942711014e-02,1.685599179155863325e-01
8.088818761361582510e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.314665536126283618e-02,1.579714685025788712e-01
7.935520896207834962e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.266729865053683707e-02,1.737806117286795349e-01
8.020184400875005615e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.265694641721175046e-02,1.653246134952876534e-01
8.004942434422271935e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.266864611900016646e-02,1.668371104387726955e-01
8.064537244148964890e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.300541031062869529e-02,1.605408652744747255e-01
8.043831011390643049e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.287119715445640383e-02,1.627457017064793399e-01
