# DNRN, Anammox, Denitrification, Nitrite Oxidation, CaCO3 Dissolution 
7.236910101201941004e-01,7.172074621269496075e-02,1.875666023354068471e-02,1.231095967727360851e-02,1.735206237562976206e-01
8.801490933866940036e-01,2.433424643376177685e-02,7.439934489451992435e-03,2.006188629586326197e-02,6.801483939423350056e-02
8.498238878028007148e-01,4.610748705505492151e-02,7.218389608904307586e-03,2.241083598899547974e-02,7.443939954424833028e-02
9.420908605219233678e-01,0.000000000000000000e+00,4.014537057668585152e-02,1.776376890138986822e-02,0.000000000000000000e+00
9.418489092369071169e-01,1.131141634611865926e-02,1.607628038190579006e-02,2.697830998962888818e-02,3.785084045442194036e-03
7.851230861676248285e-01,3.340180303665443023e-02,6.806048098501607350e-03,2.587999389039775250e-02,1.487890688068231604e-01
8.013465809887535540e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.276051669024925700e-02,1.658929023209985421e-01
6.251999954757776479e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.608493834480742762e-02,3.487150661794191642e-01
