# NO3, NO2, Nstar, TA, DIC
5.498286339648166265e-01,1.473732965791247018e+01,1.007323907959418818e+01,5.919992942287946924e+00,6.213523982152098668e+00
6.172628313937741140e+00,1.631014668343551577e+01,1.517385991053708594e+01,4.228653216088320121e+00,5.500364157065284587e+00
9.694089484473514817e-01,1.052275905753852570e+01,4.494404855536352272e+00,9.429882401531429537e+00,5.925845119568880826e+00
1.671734234105035100e+01,3.592433736899310759e+01,3.568719781960216775e+00,1.211360672841967414e+02,1.158182789562780179e+01
6.484662767829266095e+00,8.774212704334200197e+00,9.023706649213597331e+00,8.627739157909689993e+01,8.610918074300180081e+00
4.852708382282556698e+01,5.371524930995161640e+01,1.005280553838024460e+01,6.245264706074976857e+00,6.537208397777035884e+00
4.262412714032568317e+01,1.520734482897101998e+02,1.000000000000000000e+02,6.574365374453818411e+00,6.552103338050383030e+00
4.597795809239739384e+01,2.862582714547983755e+02,1.000000000000000000e+02,5.214177181119087123e+00,5.216987668962742575e+00
