# anmx, denit, nitox, dnrn
1.097632759405080094e+01,4.471825794507098273e+00,2.698188590214849114e+01,5.756996070929392317e+01
3.583224978456557963e+00,1.234297531201334452e+00,3.734532934313738650e+01,5.783714814720454456e+01
3.323525459968342144e+00,2.348501086577840180e+00,4.020344841413161419e+01,5.412452503932233583e+01
1.708198447458273606e+01,0.000000000000000000e+00,2.899582916422058432e+01,5.392218636119689279e+01
6.465894533723815840e+00,4.470404795803318843e-01,4.191667769556138268e+01,5.117038729113458118e+01
3.120733158068956126e+00,1.466728667999396274e+00,4.632332503145489966e+01,4.908921314247666601e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.395734934718784359e+01,4.604265065281213509e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.446244994369178016e+01,4.553755005630828379e+01
