# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
4.485975876422091946e-01,4.533037230818012242e-01,4.693389045812092035e-03,1.191549775636284881e-03,4.813895357722640378e-02
1.650413037846881481e-01,1.530420688833949161e-01,3.913009979684031986e-04,2.621955725961636324e-03,6.916545043835117812e-02
1.693517978103743216e-01,1.539716562774805786e-01,2.232899919154041415e-02,6.650163201667064509e-04,5.186213461289067295e-02
1.887397759248951590e-01,1.941659917498077537e-01,4.757152607888922094e-03,6.896204149450443086e-04,1.347688183758342928e-01
1.655109685036763867e-01,1.311400477363342532e-01,4.387921590462550737e-03,1.034170495082675580e-05,1.062020133442323072e-01
1.055510951630148908e-01,1.237615764111828082e-01,1.740245426310485467e-03,1.759872229735449359e-04,6.949499895056264476e-02
3.592603396895977519e-01,3.547286844863981603e-01,5.995947607678543505e-03,5.010410479757708467e-04,1.901546405273813189e-01
2.899030419333669673e-01,2.864698033556655199e-01,7.200415701423909347e-03,5.233480809684625841e-05,1.094346915688990812e-01
3.236853578001552267e-01,3.176246751837318860e-01,6.545813877736741081e-03,3.952599989587084152e-04,7.199955402394929427e-02
2.767056304341766193e-01,2.761702192036707415e-01,3.291181141866713483e-03,6.628708519690704615e-04,7.153634433270474047e-02
2.143456578009828029e-01,2.066606731510078621e-01,4.418188897892983032e-03,0.000000000000000000e+00,5.210902692902490141e-02
2.030537776287660856e-01,1.997248409596907581e-01,2.774790281916438180e-03,8.023948800449436048e-06,2.881039032149769821e-02
2.932907482160096446e-01,2.903255342115578785e-01,5.218254206652792396e-03,1.700674737905405020e-04,2.372578207705799622e-02
3.045181889830914646e-01,3.013749591798886573e-01,3.839393749467284647e-03,3.553708711708423139e-04,4.693238925049341564e-02
2.878404325582439305e-01,2.837987683395027938e-01,3.591097772750961436e-03,2.770651125971421654e-05,3.491739492030637715e-02
2.951042361359019206e-01,2.946424749137675492e-01,2.593774254471309122e-03,6.013272623258828289e-04,3.773832577146039174e-02
