# anmx, denit, nitox, dnrn
4.330828648469861264e+01,0.000000000000000000e+00,4.330828648469861264e+01,0.000000000000000000e+00
5.515228123057473120e+00,0.000000000000000000e+00,5.515228123057475784e+00,0.000000000000000000e+00
8.261902684539146335e+00,0.000000000000000000e+00,8.261902684538783959e+00,0.000000000000000000e+00
3.377174763713566819e+01,0.000000000000000000e+00,3.377174763713566819e+01,0.000000000000000000e+00
1.943136820181805835e-01,0.000000000000000000e+00,1.943136820181805557e-01,0.000000000000000000e+00
2.871089278268045319e+01,0.000000000000000000e+00,2.871089278268045319e+01,0.000000000000000000e+00
4.543447084009385861e+01,0.000000000000000000e+00,4.543447084009385861e+01,0.000000000000000000e+00
6.987598429964744895e+00,0.000000000000000000e+00,6.987598429964744007e+00,0.000000000000000000e+00
2.449885945768718187e+01,0.000000000000000000e+00,2.449885945768717832e+01,0.000000000000000000e+00
4.169082920342702892e+01,0.000000000000000000e+00,4.169082920342702892e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.661232366745085232e-01,0.000000000000000000e+00,3.661232366745084676e-01,0.000000000000000000e+00
1.286963199631479426e+01,0.000000000000000000e+00,1.286963199631479959e+01,0.000000000000000000e+00
2.123538207805176015e+01,0.000000000000000000e+00,2.123538207805176015e+01,0.000000000000000000e+00
2.984820793523142335e+00,0.000000000000000000e+00,2.984820793523142335e+00,0.000000000000000000e+00
4.148075016797010051e+01,0.000000000000000000e+00,4.148075016797009340e+01,0.000000000000000000e+00
