# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
6.311626015259432787e-01,3.203716187784393377e-01,4.493111278788970361e-03,8.867536467945623521e-04,4.308591477003290843e-02
6.956464121161244352e-01,3.296615052457971262e-02,3.534805356261152762e-05,5.318630179698162139e-03,2.660334591260340997e-01
4.574856429225898080e-01,5.592154404711247723e-02,3.813372008651207817e-02,5.880698895335400179e-05,4.484002859548303355e-01
1.123826649525708210e-01,2.460439628142864765e-01,4.273506165431981314e-03,2.193403058083909772e-04,6.370805257618986639e-01
7.257285000867937930e-01,2.299108105263418175e-02,1.523798015810945081e-02,1.888339734928424576e-07,2.360422498684895398e-01
1.804289446202764560e-02,5.997263644956664086e-01,1.133299037806439775e-03,3.377095312308656951e-05,3.810636710513772840e-01
2.336823366682186931e-01,4.682773256281303476e-01,3.389173752915670013e-03,1.780512576039820977e-04,2.944731126931316445e-01
2.091765302049579112e-01,3.688142422683091115e-01,6.022955937651113846e-03,2.264081705440278064e-06,4.159840075073774623e-01
3.240564042220954177e-01,3.094692198275243999e-01,7.256415135315994087e-03,8.857089613097908823e-05,3.591293899189343941e-01
1.644878067238172981e-01,4.491325642903728488e-01,2.532216669361171853e-03,2.762265984604485910e-04,3.835711857179882611e-01
6.147562879489981702e-01,6.992504953027899040e-02,1.246675091376006107e-02,0.000000000000000000e+00,3.028519116069621764e-01
5.185466144504284891e-01,7.743827891946893083e-02,1.028684041787922797e-02,1.732454178459537655e-07,3.937280929668035001e-01
3.721598990768354986e-01,2.281379652521102475e-01,8.662777515501351652e-03,2.477339668004223611e-05,3.910145847588720192e-01
2.512097293181341784e-01,3.610317964847349903e-01,5.634566006665720633e-03,9.051279476442273403e-05,3.820333953957019690e-01
3.820599501597757852e-01,2.122816248600128408e-01,8.452959760747400311e-03,1.100192980852512844e-06,3.972043650264843184e-01
2.053380052918783449e-01,4.200195929317044885e-01,2.681657353655718477e-03,3.593410878322670136e-04,3.716014033349301915e-01
