# NO3, NO2, NH4, Nstar, TA, DIC
4.286565799772885299e+01,4.092732945934079908e+03,1.725533620251320000e+14,8.887392788538059918e+00,2.185181444690734054e+01,1.075972985117241265e+00
5.074336989194166847e+01,2.107272859089255144e+04,inf,1.002050928689310183e+02,3.453594643554867560e-01,1.070795646651553357e+00
1.077159807959628353e+02,5.897695760626890660e+03,1.757664885053260659e+05,5.612652451947545273e+01,1.228785490109198975e+01,7.638505415092375017e+00
1.142191338905112161e+02,2.113604549597569530e+03,6.592506813456761651e+06,2.619557980811259412e+01,6.876496247628329783e-01,8.985692942540747241e-01
1.195007725885947281e+02,9.994599297937271331e+03,7.556112321391744445e+03,4.380846274131079099e+01,4.992102901510691915e+00,3.047633798413782458e+00
1.047152861386458085e+02,1.381668185751923090e+02,5.636207339244976902e+04,2.706291539960863588e+02,7.760626557281261606e-01,2.334139981867024149e-01
1.172944463386637750e+02,2.581517369513935591e+02,8.578977067805984916e+03,1.473791806561245323e+02,1.866738051047620361e+00,7.134450020992446628e-01
1.069837758002422703e+02,1.524793736074879007e+02,1.244745023254037960e+03,4.668387260516644943e+01,1.506438602807959937e+00,1.205044003870720415e+00
1.268070654835378406e+02,2.261980263630893830e+02,6.182083014044190350e+03,4.341573082911612858e+01,1.661825144590699965e+00,1.468997206281534851e+00
1.648134206699181163e+02,2.150036309190330144e+02,6.255677003183591296e+04,1.513569801914763424e+01,2.377186039726471578e-01,5.616886535699046057e-01
1.085646558698876873e+02,3.226950158850218600e+02,3.619666995141608058e+05,5.248874323027603594e+01,3.509892613655314797e+00,2.493350182751208344e+00
1.159531555975036099e+02,8.825162396648244112e+02,3.642962562032755523e+04,4.461205211837614115e+01,2.693347604710850884e+00,2.057402732663098366e+00
1.250852899103779095e+02,1.779984557913631306e+03,1.709542285006905149e+04,4.024358818523946724e+01,2.108651610872644966e+00,1.737510182436374784e+00
1.221531372298642992e+02,1.526612248983337486e+05,6.002420348420738560e+17,3.549207720037281888e+01,9.401939667656247224e-01,1.145015760287496853e+00
1.172657563011992607e+02,4.120352589884251595e+09,1.568673738154101440e+17,4.085924370175102638e+01,2.082690887602720586e+00,1.690811990749145677e+00
4.239869700320523904e+00,6.626923610107355857e+21,7.758364258185659349e+07,7.335167304685731970e+00,8.755642738631637736e-03,6.081996882999887166e-01
