# NO3, NO2, NH4, Nstar, TA, DIC
4.060682190767800348e-02,9.270536099273961328e-02,-5.557525968873912314e-02,6.667846658328882570e-03,-3.137461872595562196e-02,1.075972985117246150e-02
2.537693679560938942e-01,2.454905115996596776e-01,-7.351139052598698598e-02,3.140121066297493213e-01,-2.063061653164499631e-03,1.070795646651545585e-02
-1.586616233422410094e+00,4.682669990897747048e-01,2.944808467423459253e-01,-8.869863563324715816e-01,1.332567903425408984e-01,7.638505415092300410e-02
-1.814299775290449113e-01,6.448773114855758937e-02,2.529917978560271459e-03,-2.757856285958680542e-02,9.057243793000990806e-03,8.985692942541256834e-03
-2.716912573939573305e-01,1.847126285574520188e-01,6.349858728147340925e-02,-2.160011968482941636e-01,2.858780560227236478e-02,3.047633798413695860e-02
-1.079340766317636313e-01,5.489140172751968277e-02,-5.220517204042752352e-02,1.504600407451400779e-02,-6.310417834210602095e-03,2.334139981867044966e-03
-1.227725750370182584e-01,3.525604460796209066e-02,-3.985635221987021692e-02,1.916832126091206900e-01,-1.199308707780988303e-02,7.134450020992111341e-03
-2.700047860790618093e-01,2.103016937283705423e-01,-3.531339363594108906e-03,-9.588697494735527738e-02,1.355877604018151938e-02,1.205044003870714420e-02
-1.192494847929508328e-01,1.634269731227784295e-01,1.799921894408372785e-03,-1.012313850542684579e-01,1.314994453396012286e-02,1.468997206281419388e-02
-5.125044130876149628e-02,8.071689403564677456e-02,-3.922251492797299011e-02,6.052502435201091713e-03,-1.954936213204860884e-03,5.616886535699361360e-03
-4.597011032953094989e-01,2.167785409024590160e-01,4.394205055434999979e-02,-2.504174515719582161e-01,2.441781658777075759e-02,2.493350182751186139e-02
-2.175595151458214194e-01,1.392261494959503576e-01,3.321570811411653917e-02,-1.506470327861579583e-01,2.337278066133852139e-02,2.057402732663171641e-02
-1.313763269089569530e-01,1.113562634908205201e-01,1.781889484494240602e-02,-1.060745013111509261e-01,1.807483082751870640e-02,1.737510182436374784e-02
-1.134861555323191801e-01,7.175816758438555154e-02,-1.081663504809267894e-02,-5.636642413814375863e-02,7.798809472356227346e-03,1.145015760287515505e-02
-1.673542645220301994e-01,1.014864541262630176e-01,1.661924424961604141e-02,-1.061827343010484925e-01,1.809835684765492836e-02,1.690811990749208071e-02
1.081970958245588588e-03,4.881594324615125269e-02,-3.899067320754542182e-02,3.332060860626193111e-03,-7.017048187440977358e-05,6.081996883000040377e-03
