# anmx, denit, nitox, dnrn
5.759513757513702359e+01,0.000000000000000000e+00,4.240486242486300483e+01,0.000000000000000000e+00
4.645909542498077860e-01,0.000000000000000000e+00,9.953540904575021386e+01,0.000000000000000000e+00
9.913625156371976743e+01,0.000000000000000000e+00,8.637484362801928217e-01,0.000000000000000000e+00
8.439062424131564910e+01,0.000000000000000000e+00,1.560937575868426919e+01,0.000000000000000000e+00
9.999629647046037917e+01,0.000000000000000000e+00,3.703529539618996731e-03,0.000000000000000000e+00
8.993674997074369060e+01,0.000000000000000000e+00,1.006325002925632006e+01,0.000000000000000000e+00
6.803313982863345188e+01,0.000000000000000000e+00,3.196686017136651614e+01,0.000000000000000000e+00
9.948337107104740085e+01,0.000000000000000000e+00,5.166289289526045936e-01,0.000000000000000000e+00
9.263860553351049987e+01,0.000000000000000000e+00,7.361394466489526778e+00,0.000000000000000000e+00
7.255905236010448789e+01,0.000000000000000000e+00,2.744094763989544106e+01,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999231740659276113e+01,0.000000000000000000e+00,7.682593407243113945e-03,0.000000000000000000e+00
9.787513910069485235e+01,0.000000000000000000e+00,2.124860899305078821e+00,0.000000000000000000e+00
9.362158423659728612e+01,0.000000000000000000e+00,6.378415763402697003e+00,0.000000000000000000e+00
9.987300063913143333e+01,0.000000000000000000e+00,1.269993608685649200e-01,0.000000000000000000e+00
6.764030019004059113e+01,0.000000000000000000e+00,3.235969980995948703e+01,0.000000000000000000e+00
