# anmx, denit, nitox, dnrn
1.134271218596555331e+00,2.293794481011766917e-01,1.280935172602348571e+00,6.486063447211852795e-01
1.320546666285468684e-01,6.674170474852997303e-03,1.348046396346868958e+00,1.332654664996650640e+00
8.178588529581341859e+00,1.045029095168175637e+01,1.292602176492770916e+01,6.478232464559211756e+00
3.355765075087957072e+00,8.375426240249492338e+00,1.031400988124727469e+01,4.095175411432875556e+00
1.357918823881458348e+00,2.598790129573989471e+00,2.679078407657471850e+00,6.178330238182776490e-01
8.468334498005506417e-01,9.222259687515312887e-01,1.479362569269238037e+00,7.094585679786831189e-01
1.894888635914716568e+00,2.153218787784446420e+00,3.243148322242412451e+00,1.462143597354960578e+00
2.968534972778584802e+00,3.613273414363245006e+00,4.948404354976367436e+00,1.776676205674159625e+00
2.300300302387033646e+00,2.202529499104070698e+00,3.318384975805062975e+00,1.209678613050530371e+00
1.303482988694156353e+00,1.140716187869968756e+00,2.111459297205633856e+00,1.047317953320286321e+00
1.459548510795215304e+00,2.789302324515950726e+00,2.740794462808159970e+00,7.492605741177412737e-01
1.121549210220652126e+00,2.321090133306630943e+00,2.146852663983066734e+00,6.123228273116926301e-01
1.761988447998810825e+00,2.050883044677364264e+00,2.653064308059453147e+00,7.874012885545178531e-01
1.379159546054983254e+00,1.924497293247267704e+00,2.393943385987681971e+00,8.055246027472080517e-01
1.244746892766516622e+00,1.875732845260785098e+00,2.078933526869466419e+00,5.573020905203256437e-01
9.688829281039442742e-01,3.396524329667068298e-01,1.190346941365317379e+00,5.857669531236109339e-01
