# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
8.161593222015344651e+00,8.161593222015339322e+00,2.312030961538766860e+00,2.312030961538785956e+00,8.357950890930211374e-01,8.357950890930203602e-01,4.778218751705152201e+00,4.778218751705097134e+00
1.107745474428916310e+01,1.107745474428916310e+01,2.536462533811367215e-01,2.536462533811381648e-01,1.338721096885598927e+00,1.338721096885599815e+00,6.933533455388279698e+00,6.933533455388274369e+00
2.447301511753841297e+01,2.447301511753842007e+01,2.392664568858308627e+01,2.392664568858307916e+01,1.593140161307013081e+01,1.593140161307051983e+01,1.411624561403949762e+01,1.411624561403948874e+01
4.016305126075445742e+01,4.016305126075445742e+01,1.924433185245832334e+01,1.924433185245830202e+01,9.224302700386949994e+00,9.224302700386958875e+00,1.419965471328695372e+01,1.419965471328695372e+01
1.950511269611009624e+01,1.950511269611010334e+01,5.263882632353586999e+00,5.263882632353588775e+00,1.641642487511027815e+00,1.641642487511027371e+00,1.058880175712083016e+01,1.058880175712085681e+01
3.396338231674028663e+01,3.396338231674026531e+01,2.604739611560618506e+00,2.604739611560589196e+00,9.981275363021410163e-01,9.981275363021406832e-01,7.089875847546980303e+00,7.089875847546989185e+00
3.457611589613156866e+01,3.457611589613158287e+01,6.599703281322611303e+00,6.599703281322545578e+00,2.098123571003347010e+00,2.098123571003347010e+00,1.896155309861829608e+01,1.896155309861829963e+01
3.270395943033192054e+01,3.270395943033192765e+01,1.061864230373566365e+01,1.061864230373567963e+01,3.163851751058851747e+00,3.163851751058853523e+00,1.199961047213111520e+01,1.199961047213111165e+01
2.782609688642750001e+01,2.782609688642748580e+01,6.705274034497278102e+00,6.705274034497238134e+00,2.005762869050402131e+00,2.005762869050402131e+00,8.273719096625102409e+00,8.273719096625102409e+00
3.042816940242103385e+01,3.042816940242104806e+01,3.644881320146014847e+00,3.644881320146063697e+00,1.445990352344527885e+00,1.445990352344527885e+00,7.525530045729516893e+00,7.525530045729528439e+00
1.796949126966968890e+01,1.796949126966967469e+01,5.404572674631795692e+00,5.404572674631800133e+00,1.842681350177365562e+00,1.842681350177364452e+00,7.054218217477633779e+00,7.054218217477632891e+00
2.118034401044043946e+01,2.118034401044043946e+01,3.965944051257995540e+00,3.965944051257995095e+00,1.393885389524686325e+00,1.393885389524685436e+00,4.745310186877723879e+00,4.745310186877726544e+00
2.563528379521924805e+01,2.563528379521923029e+01,5.501279309271382978e+00,5.501279309271385642e+00,1.482851071133628684e+00,1.482851071133629794e+00,4.387725973372748278e+00,4.387725973372746502e+00
3.181243944834947257e+01,3.181243944834946191e+01,4.430469556601136283e+00,4.430469556601138947e+00,1.492299217243714393e+00,1.492299217243713505e+00,5.763110499731465275e+00,5.763110499731462610e+00
2.253020063252307637e+01,2.253020063252312610e+01,4.216617637673956587e+00,4.216617637673959251e+00,1.189708547739049438e+00,1.189708547739048994e+00,4.686122938660675530e+00,4.686122938660676418e+00
1.275295671603852554e+01,1.275295671603852021e+01,2.095266858877368854e+00,2.095266858877337324e+00,7.844988985835821271e-01,7.844988985835820161e-01,3.826365722936166947e+00,3.826365722936170943e+00
