# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
9.043409970378523122e-01,9.860580552144440711e-04,4.645973478063296705e-03,5.385725054660230049e-02,3.616972088226808046e-02
7.088262133162163137e-01,1.825889321624888259e-06,4.283544723744382834e-05,4.701696196769488550e-02,2.441121633795303725e-01
5.006739043257582011e-01,3.935441091833573046e-01,2.770562012232178489e-02,5.028225610532292139e-03,7.304814075803194029e-02
3.623983398547893087e-01,4.904120571506852960e-02,3.145021658312859968e-03,1.836959744276430231e-02,5.670458353290640519e-01
7.242508880576862262e-01,8.689514169337696214e-02,1.326913920585905127e-02,3.693483515210899820e-02,1.386499958909720720e-01
6.117396150448498604e-01,7.253965439901719457e-03,2.102077258353992218e-03,3.440424577632507364e-02,3.445000964805672861e-01
6.819165276718948121e-01,1.479560767477784700e-02,3.386301768566851635e-03,3.877042455801421594e-02,2.611311383267435060e-01
5.709059665238968018e-01,4.273641607218448685e-02,7.575698600574912352e-03,2.792553422754388490e-02,3.508563845757999844e-01
6.256392550617568826e-01,2.544308780781626492e-02,8.402682743722645828e-03,3.362530814835865134e-02,3.068896662383467921e-01
6.075351321114731418e-01,7.890858413291823234e-03,3.151204977307683029e-03,3.474514639165414420e-02,3.466776581062715468e-01
6.668870502035775250e-01,1.391961578768927121e-01,9.741461939445241955e-03,3.040373462678418875e-02,1.537715953533031477e-01
5.882209212309561508e-01,6.529200273016480538e-02,9.409892238242777499e-03,3.009452067780356982e-02,3.069826631228322888e-01
5.935599973214095160e-01,3.572009186470909842e-02,8.581335322242008082e-03,3.204789478253163709e-02,3.300906807091099626e-01
6.051284608725606695e-01,2.671218255075884923e-02,5.683810619475764166e-03,3.354780581279490081e-02,3.289277401444089532e-01
5.869961475452287747e-01,4.544553142494676956e-02,7.985715029060836204e-03,3.125255738710029652e-02,3.283200486136634288e-01
6.179297048811106530e-01,1.466055081374532075e-03,3.011645547708297413e-03,3.645321578460790357e-02,3.411393787051952842e-01
