# NO3, NO2, NH4, Nstar, TA, DIC
7.481795608378553897e-02,6.169167017146139076e-02,-4.950326336038953640e-02,1.125496026676116312e-02,-1.510622925460761157e-02,1.170064480493351322e-01
2.725852086776504590e-01,2.267460862377569941e-01,-7.143849092199223982e-02,3.141515898853014521e-01,4.360378894799976646e-02,9.411959482985687853e-02
-4.094696060618383537e-01,-8.218395154242921774e-02,1.610901595452314539e-01,-3.550925363785577549e-01,1.291576161289327285e-01,6.546769146569686448e-02
-2.181997931679324765e-02,-1.547244257362177973e-02,-1.310111034636371810e-02,4.181220897626564126e-02,5.452238195999625781e-02,4.302923820221216111e-02
1.583184607873289185e-02,3.859855175904467611e-02,3.927397405858599339e-02,-9.249090327091979979e-02,5.865190447888346537e-02,1.004079487159044159e-01
-1.965662508962325028e-02,-1.127995037180320320e-02,-4.352207381883822085e-02,4.595926632032942827e-02,5.322829530805972542e-02,7.301264606936896939e-02
-3.413597625139921932e-02,-2.628138265027929465e-02,-3.935071203201812029e-02,2.187562749267832063e-01,2.805120833259522328e-02,8.431345265311784853e-02
2.759352381984547797e-03,3.000363494830252109e-02,6.971947692600966202e-03,1.069508828226342634e-02,6.188553331499258015e-02,7.100246565623269390e-02
4.533499251400718855e-02,5.590887562484178619e-02,1.044155988201130557e-02,-3.374428641722224120e-02,6.915208909183090391e-02,8.405598178408291155e-02
2.192442582570486992e-02,2.763582336642372850e-02,-3.377826166416950798e-02,3.177352160798622982e-02,5.708596988794756300e-02,7.579270273798144331e-02
-2.537550846633684909e-02,1.287030011562693976e-02,6.864392267933078044e-03,-4.477569959531357835e-02,5.665856709853378526e-02,8.029039313244723530e-02
9.377294916195488828e-03,2.401900853816057307e-02,1.941386511313091673e-02,-4.688969958300576168e-02,7.200309308468400005e-02,7.900882583212853749e-02
1.863453383005064801e-02,2.609184685819237320e-02,1.414163841382820412e-02,-4.206844818369231964e-02,7.177138064523069794e-02,8.125846020954508031e-02
1.561916324080300789e-03,6.130113179433459812e-03,-1.235499619190887945e-02,-6.498723911640330586e-03,6.321699323899576672e-02,7.846323286455836321e-02
1.452982610540137776e-03,1.174829275033252227e-02,8.510711860214277211e-03,-3.136137040017117350e-02,6.911307765909213696e-02,7.847654483235899647e-02
2.845416430531520074e-02,2.713144022040014924e-02,-3.538661759162220477e-02,1.201967385407682470e-02,5.865719210300590625e-02,7.892972266466080633e-02
