# DNRN, Anammox, Denitrificatio, Nitrite Oxidation, CaCO3 Dissolution 
4.060123854052555270e-02,5.895230617337948557e-03,4.756755147997253873e-03,3.019682399933232460e-03,4.270083165488602894e-02
6.116735407129788443e-02,1.479335865045604888e-04,4.451461217919915818e-04,4.330671743321453347e-03,6.478903984194790688e-02
3.844659938539135569e-02,1.339592161189286368e-01,2.079204558875987624e-02,8.232391196997696295e-03,1.298615524838798996e-01
1.298433399531745414e-01,5.717614127075280883e-02,4.203758769953091882e-03,8.438216444245130385e-03,1.436434986841878259e-01
9.516581343847686780e-02,4.918538847756759314e-02,4.683642213110771231e-03,6.188042071138153029e-03,9.707900138188108041e-02
6.451720314268810652e-02,1.563043626171520262e-02,2.356637221446680405e-03,4.068155752418499416e-03,6.864265806730400488e-02
1.727438120230427032e-01,3.136665123757497592e-02,5.745987552174708010e-03,1.050628079035167799e-02,1.815159454875778788e-01
1.019736894876214356e-01,5.307549371104708369e-02,7.553954906722975225e-03,6.766006218980298061e-03,1.164061534900334288e-01
6.589294648941319832e-02,3.939835394039827021e-02,6.674986384122301615e-03,4.666229321276573090e-03,7.837024154362073891e-02
6.676404883901089493e-02,1.959466031190184795e-02,3.631477151359138907e-03,4.397297378221054834e-03,7.251386844950795385e-02
4.752755644398741486e-02,5.133742232058346316e-02,4.508696027484358076e-03,3.620257018758571074e-03,6.493130873669838987e-02
2.700489775094399789e-02,3.979384331124009161e-02,3.146046207452457121e-03,2.406366413651194521e-03,4.287804896173941227e-02
2.097991102104944036e-02,3.624446735599308467e-02,4.980828810194782436e-03,2.272218161832583253e-03,4.071635383583607076e-02
4.297294275131762625e-02,3.387093173200207696e-02,3.908134037773382252e-03,3.221808110369072872e-03,5.410910342010222945e-02
3.232158572801809709e-02,3.229629476996875859e-02,3.467312121851362939e-03,2.450544897621300885e-03,4.375326864326299636e-02
3.418945497103011155e-02,6.186773538483294858e-03,2.784128680048526469e-03,2.260937279601530920e-03,3.689178611682776554e-02
