# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.847833519213905618e+01,1.521664807860970914e+00,9.776455048936568915e+01,2.235449510634235804e+00,5.004997586087348083e+01,4.995002413912650496e+01,4.068234367747503022e+00,9.593176563225227937e+01
9.873434829115591072e+01,1.265651708844091283e+00,9.997540958813929990e+01,2.459041186068550849e-02,5.274027528406555376e+01,4.725972471593442492e+01,2.689213207377265746e+01,7.310786792622701569e+01
3.704777911316352856e+01,6.295222088683649275e+01,2.062268502136025461e+01,7.937731497863968855e+01,1.088899565779545497e+01,8.911100434220435318e+01,7.914407949761873340e+00,9.208559205023809113e+01
4.205428442575536252e+01,5.794571557424462327e+01,8.382077260196915347e+01,1.617922739803101706e+01,4.404881727689365789e+01,5.595118272310639895e+01,5.906614450275923645e+01,4.093385549724109040e+01
6.131903356564804852e+01,3.868096643435172410e+01,8.425453217705779707e+01,1.574546782294222425e+01,4.604977558576697305e+01,5.395022441423308379e+01,1.529526316053864399e+01,8.470473683946164556e+01
7.801072799584477480e+01,2.198927200415534955e+01,9.762407310524864101e+01,2.375926894751581919e+00,4.859585963044008849e+01,5.140414036955991151e+01,3.710481237494177975e+01,6.289518762505804261e+01
6.824399726687791201e+01,3.175600273312197785e+01,9.620115606167537692e+01,3.798843938324861558e+00,4.871102401157818917e+01,5.128897598842181083e+01,2.806176986842845622e+01,7.193823013157165747e+01
6.340480377508735899e+01,3.659519622491254154e+01,8.853025530020349265e+01,1.146974469979661038e+01,4.478102256283513327e+01,5.521897743716471751e+01,3.760706905091547725e+01,6.239293094908447301e+01
7.903396878815480875e+01,2.096603121184525520e+01,9.152357694549067446e+01,8.476423054509586663e+00,4.739698195985826601e+01,5.260301804014176241e+01,3.344191946653917569e+01,6.655808053346069642e+01
8.273298045989058380e+01,1.726701954010935580e+01,9.685121796897955448e+01,3.148782031020154637e+00,4.900027629319055222e+01,5.099972370680943357e+01,3.744859884037209952e+01,6.255140115962823444e+01
4.100953694278780404e+01,5.899046305721201122e+01,7.929703559053926654e+01,2.070296440946043148e+01,4.331651736542771403e+01,5.668348263457212255e+01,1.671933295143940157e+01,8.328066704856057356e+01
6.062188863158858965e+01,3.937811136841143167e+01,8.586806013140032690e+01,1.413193986859969087e+01,4.622262779395741461e+01,5.377737220604266355e+01,3.334688266275122004e+01,6.665311733724855969e+01
7.236766615519751156e+01,2.763233384480260924e+01,9.004437725474878107e+01,9.955622745250925831e+00,4.756925209693597623e+01,5.243074790306397404e+01,3.592675679441277481e+01,6.407324320558734598e+01
7.147213863612880402e+01,2.852786136387127769e+01,9.302944906557922877e+01,6.970550934420566946e+00,4.822238641695600592e+01,5.177761358304397987e+01,3.568020361563757348e+01,6.431979638436240521e+01
6.506164536624061157e+01,3.493835463375933159e+01,8.913867203795057037e+01,1.086132796204938877e+01,4.722765885897310056e+01,5.277234114102688523e+01,3.562191796040886516e+01,6.437808203959120590e+01
9.656783610087103398e+01,3.432163899129001994e+00,9.777592278920398883e+01,2.224077210796258974e+00,4.981744971794194754e+01,5.018255028205805246e+01,3.701931482937051499e+01,6.298068517062957739e+01
